Account Number,Account Type,Account Holder ID,Balance Date,Balance
46064017,Gold,37018115,2023-01-31,672.77
46067647,Basic,37669793,2023-01-31,677.66
46073044,Basic,18359108,2023-01-31,957.36
46085917,Gold,97306296,2023-01-31,340.16
46100177,Basic,21682428,2023-01-31,979.25
46133743,Basic,82825996,2023-01-31,862.26
46215382,Gold,58028872,2023-01-31,549.77
46230315,Platinum,53996643,2023-01-31,4.43
46231176,Platinum,77230482,2023-01-31,290.35
46255563,Basic,04916037,2023-01-31,565.42
46322903,Gold,37259700,2023-01-31,873.01
46326165,Basic,19158229,2023-01-31,571.8
46346470,Gold,34153444,2023-01-31,787.87
46355307,Platinum,30071790,2023-01-31,152.4
46442210,Basic,52615807,2023-01-31,732.14
46479025,Joint,"41398421, 79761721",2023-01-31,323.03
46525458,Gold,77105828,2023-01-31,938.4
46552077,Basic,26545637,2023-01-31,672.51
46561814,Basic,75847765,2023-01-31,216.29
46597215,Basic,56660658,2023-01-31,455.5
46597728,Platinum,12512066,2023-01-31,920.72
46643937,Gold,28934417,2023-01-31,751.73
46663039,Gold,13569919,2023-01-31,989.43
46730484,Gold,16350220,2023-01-31,398.49
46741126,Gold,59108243,2023-01-31,393.18
46768821,Basic,22816223,2023-01-31,458.81
46790294,Platinum,56552781,2023-01-31,855.42
46792863,Basic,26531503,2023-01-31,843.5
46851905,Gold,56781748,2023-01-31,18.23
46854962,Basic,44169078,2023-01-31,364.03
46879333,Gold,74893206,2023-01-31,462.44
46913859,Gold,93325457,2023-01-31,410.19
46920610,Gold,70262832,2023-01-31,124.16
46925211,Gold,69818192,2023-01-31,509.25
47040996,Gold,46110857,2023-01-31,462.95
47091705,Basic,33735025,2023-01-31,54.6
47115177,Platinum,36842629,2023-01-31,759.59
47127756,Basic,08791606,2023-01-31,300.02
47133143,Basic,69543606,2023-01-31,723.52
47172665,Basic,50518210,2023-01-31,11.06
47226769,Gold,81873953,2023-01-31,449.88
47232232,Gold,55533022,2023-01-31,53.44
47266645,Gold,24776043,2023-01-31,207.15
47313428,Gold,55710938,2023-01-31,204.67
47356348,Gold,32390810,2023-01-31,65.95
47406737,Gold,49321899,2023-01-31,963.14
47414258,Basic,57803449,2023-01-31,900.7
47473145,Basic,68762142,2023-01-31,801.43
47483982,Basic,11438840,2023-01-31,661.58
47582488,Basic,31100292,2023-01-31,744.99
47654093,Basic,26433555,2023-01-31,294
47763906,Platinum,18780568,2023-01-31,980.42
47781255,Basic,05512917,2023-01-31,462.62
47808992,Platinum,95475765,2023-01-31,885.16
47824990,Gold,96978594,2023-01-31,704.97
47886866,Gold,38108248,2023-01-31,399.75
47902339,Basic,55617733,2023-01-31,919.92
47932460,Gold,31976521,2023-01-31,785.05
47964895,Gold,22891081,2023-01-31,982.97
48018851,Basic,20075948,2023-01-31,288.26
48029032,Basic,69211895,2023-01-31,422.88
48050578,Basic,90497929,2023-01-31,203.26
48056301,Gold,11321927,2023-01-31,943.28
48071843,Gold,56236132,2023-01-31,997.62
48075275,Basic,57981876,2023-01-31,881.31
48081999,Gold,78483782,2023-01-31,290.89
48131431,Basic,92883385,2023-01-31,809.8
48185625,Gold,66184596,2023-01-31,822.11
48186857,Basic,12700208,2023-01-31,518.26
48271608,Basic,17182847,2023-01-31,343.94
48318402,Basic,99354984,2023-01-31,965.28
48350476,Gold,01521209,2023-01-31,305.2
48399121,Basic,70725292,2023-01-31,984.98
48429255,Basic,74818957,2023-01-31,79.7
48434572,Basic,86742096,2023-01-31,351.7
48444386,Basic,84950892,2023-01-31,962.57
48491614,Basic,78608250,2023-01-31,754.45
48500030,Basic,68739816,2023-01-31,917.05
48507357,Basic,33203354,2023-01-31,980.8
48524535,Gold,20310069,2023-01-31,265.03
48532894,Joint,"76964286, 88309455",2023-01-31,662.86
48553648,Gold,41759687,2023-01-31,80.62
48569537,Gold,07788927,2023-01-31,374.69
48591774,Gold,06845246,2023-01-31,422.94
48625559,Platinum,97606407,2023-01-31,797.88
48654969,Basic,52341307,2023-01-31,83.93
48722022,Joint,"94490614, 26928407",2023-01-31,586.44
48733708,Basic,06555632,2023-01-31,370.74
48757991,Gold,90895946,2023-01-31,676.6
48781678,Basic,09623851,2023-01-31,401.55
48783408,Gold,55179954,2023-01-31,278.34
48799650,Gold,91651350,2023-01-31,160.75
48831634,Basic,60122537,2023-01-31,146.94
48860469,Basic,11854825,2023-01-31,730.37
48875351,Platinum,78864941,2023-01-31,239.7
48886521,Basic,44502015,2023-01-31,827.29
48906756,Basic,65340811,2023-01-31,996.87
48911149,Gold,51778875,2023-01-31,580.54
48930319,Basic,35262128,2023-01-31,595.65
48940493,Basic,84147309,2023-01-31,394.19
48976336,Basic,02379564,2023-01-31,400.12
49031081,Gold,24648293,2023-01-31,788.18
49031379,Gold,14757678,2023-01-31,373.63
49039474,Gold,17037391,2023-01-31,574.7
49071892,Basic,18835827,2023-01-31,909.58
49075324,Joint,"47366845, 72742635",2023-01-31,301.39
49095464,Platinum,88549304,2023-01-31,1.3
49127699,Gold,28015088,2023-01-31,155.53
49157903,Gold,75971916,2023-01-31,601.62
49172838,Gold,01548295,2023-01-31,136.96
49186099,Basic,10782259,2023-01-31,208.24
49216581,Gold,23876156,2023-01-31,911.91
49253709,Platinum,97297822,2023-01-31,473.46
49310474,Gold,34501606,2023-01-31,929.16
49400211,Basic,18358638,2023-01-31,460.24
49410021,Gold,13784602,2023-01-31,508.72
49427302,Basic,20251358,2023-01-31,468.73
49441522,Platinum,57646683,2023-01-31,75.3
49454023,Basic,66047099,2023-01-31,798.72
49459559,Basic,35130088,2023-01-31,467.56
49467252,Gold,52272397,2023-01-31,444.92
49516533,Gold,20713805,2023-01-31,7.4
49520335,Gold,36805450,2023-01-31,198.79
49533543,Gold,16206880,2023-01-31,190.64
49534905,Joint,"57942782, 96967491",2023-01-31,383.91
49536707,Gold,60774377,2023-01-31,37.3
49540328,Basic,65277019,2023-01-31,458.12
49550154,Platinum,10336748,2023-01-31,178.14
49581833,Basic,55839727,2023-01-31,117.56
49696722,Gold,79029715,2023-01-31,142.69
49834565,Platinum,10210256,2023-01-31,51.12
49840526,Basic,10370712,2023-01-31,461.64
49941860,Basic,61111226,2023-01-31,655.66
49961732,Basic,99305544,2023-01-31,673.71
49966528,Basic,83784483,2023-01-31,641.18
50018070,Gold,49425928,2023-01-31,450.64
50024545,Basic,59708744,2023-01-31,867.21
50031425,Basic,75476744,2023-01-31,695.18
50114041,Gold,08935296,2023-01-31,60.83
50115324,Gold,98133657,2023-01-31,329.32
50122119,Basic,67753863,2023-01-31,264.61
50132654,Basic,62962601,2023-01-31,562.17
50150279,Basic,84786841,2023-01-31,567.24
50161801,Gold,55912666,2023-01-31,180.69
50217872,Basic,14887469,2023-01-31,667.95
50219545,Gold,67038145,2023-01-31,548.12
50231864,Gold,12946227,2023-01-31,117.34
50276595,Basic,57362740,2023-01-31,686.91
50324230,Platinum,38815306,2023-01-31,945.15
50335174,Basic,86378243,2023-01-31,650.98
50360111,Gold,11865484,2023-01-31,193.83
50402197,Platinum,85920993,2023-01-31,717.07
50428641,Gold,34036419,2023-01-31,271.51
50463777,Gold,06494534,2023-01-31,143.45
50520009,Platinum,42753476,2023-01-31,892.55
50547726,Basic,08321976,2023-01-31,675.06
50610780,Basic,09900406,2023-01-31,536.41
50624960,Gold,49054236,2023-01-31,5.03
50627436,Gold,38704636,2023-01-31,183.41
50647892,Gold,47386744,2023-01-31,540.71
50693024,Gold,97748149,2023-01-31,171.87
50756739,Gold,31236181,2023-01-31,177.65
50772829,Basic,32069845,2023-01-31,47.57
50813708,Basic,98293862,2023-01-31,339.04
50837270,Gold,81090769,2023-01-31,613.53
50880352,Basic,56824202,2023-01-31,12.46
50887252,Gold,66012715,2023-01-31,464.78
50893310,Gold,33246854,2023-01-31,185.13
50959802,Basic,12635292,2023-01-31,821.37
51079213,Basic,60608374,2023-01-31,783.58
51102699,Basic,96206922,2023-01-31,626.91
51122335,Basic,60530138,2023-01-31,219.24
51198722,Platinum,89657415,2023-01-31,559.63
51266306,Gold,37726382,2023-01-31,163.99
51272805,Gold,48081121,2023-01-31,135.47
51298007,Basic,07182927,2023-01-31,427.17
51313899,Gold,81877429,2023-01-31,189.04
51325070,Basic,78984148,2023-01-31,933.4
51353910,Basic,03301964,2023-01-31,523.88
51358248,Basic,99395450,2023-01-31,222.93
51389636,Basic,22633308,2023-01-31,917.98
51398784,Basic,04215019,2023-01-31,909.2
51401655,Basic,04671867,2023-01-31,877.47
51435617,Gold,18878119,2023-01-31,140.46
51450938,Platinum,64641187,2023-01-31,157.37
51471469,Gold,17600617,2023-01-31,611.19
51493379,Platinum,85471389,2023-01-31,436.15
51504474,Basic,96559278,2023-01-31,153.25
51653690,Basic,20545208,2023-01-31,280.41
51653868,Platinum,02370514,2023-01-31,410.88
51718829,Gold,76945325,2023-01-31,260.45
51771015,Gold,22189936,2023-01-31,876.29
51774315,Gold,02084148,2023-01-31,291.01
51793205,Gold,45197893,2023-01-31,715.25
51906599,Basic,54724024,2023-01-31,174.48
52104303,Gold,02746224,2023-01-31,810.97
52117174,Gold,65018825,2023-01-31,932.96
52125171,Basic,84706801,2023-01-31,973.17
52127978,Gold,73234463,2023-01-31,84.8
52141048,Basic,27963433,2023-01-31,102.68
52146995,Basic,45054635,2023-01-31,322.52
52203356,Gold,72553092,2023-01-31,899.39
52213806,Basic,45217783,2023-01-31,597.62
52230539,Basic,37784605,2023-01-31,394.34
52264506,Gold,16174016,2023-01-31,934.07
52310499,Basic,12682518,2023-01-31,954.51
52317175,Gold,68550465,2023-01-31,25.94
52365238,Basic,62840080,2023-01-31,822.17
52366360,Gold,77535077,2023-01-31,465.67
52390463,Gold,09672824,2023-01-31,172.82
52436120,Platinum,29631784,2023-01-31,904.47
52442629,Basic,42457169,2023-01-31,617.92
52461586,Gold,38951641,2023-01-31,596.3
52468167,Platinum,41143639,2023-01-31,369.42
52480554,Platinum,71990550,2023-01-31,263.38
52560688,Platinum,80555623,2023-01-31,622.16
52747145,Gold,04848252,2023-01-31,546.71
52756904,Basic,41913953,2023-01-31,428.77
52805510,Basic,59365876,2023-01-31,580.66
52814597,Gold,92201515,2023-01-31,899.39
52835507,Gold,93521691,2023-01-31,306.68
52840001,Basic,96443965,2023-01-31,746.12
52855120,Basic,72044461,2023-01-31,880.21
52911248,Gold,94153619,2023-01-31,430.16
52973634,Basic,17157524,2023-01-31,417.09
52996436,Platinum,48005282,2023-01-31,883.35
53006272,Basic,18072829,2023-01-31,761.95
53010345,Basic,75944264,2023-01-31,131.63
53046005,Basic,52990414,2023-01-31,669.82
53059420,Basic,98022767,2023-01-31,531.72
53079883,Basic,84826390,2023-01-31,489.35
53085668,Basic,37804238,2023-01-31,199.11
53086727,Gold,99170960,2023-01-31,408.74
53089607,Platinum,19363037,2023-01-31,567.87
53091928,Basic,21884529,2023-01-31,235.6
53107499,Basic,83653716,2023-01-31,237.09
53161068,Gold,34071507,2023-01-31,945.53
53170488,Basic,63017679,2023-01-31,219.2
53192110,Gold,43475567,2023-01-31,588.04
53204515,Basic,81312367,2023-01-31,689.65
53211412,Gold,18123001,2023-01-31,69.51
53234515,Basic,88384581,2023-01-31,854.67
53240505,Platinum,42958626,2023-01-31,188.87
53260868,Basic,79977068,2023-01-31,966.85
53332086,Basic,38939428,2023-01-31,273.51
53366488,Gold,01827290,2023-01-31,337.18
53376344,Basic,45976451,2023-01-31,228.65
53380359,Gold,63277174,2023-01-31,0.81
53421312,Gold,74680030,2023-01-31,937.86
53496996,Gold,87129966,2023-01-31,303.15
53502347,Platinum,73487827,2023-01-31,18.89
53513558,Basic,30940095,2023-01-31,235.44
53518299,Gold,52932200,2023-01-31,953.96
53538823,Gold,53980989,2023-01-31,750.37
53634705,Gold,30883039,2023-01-31,853.12
53665038,Platinum,15420228,2023-01-31,624.95
53727603,Platinum,21035251,2023-01-31,517.25
53753986,Gold,70147733,2023-01-31,252.69
53754887,Gold,42487071,2023-01-31,162.05
53762957,Basic,98660403,2023-01-31,245.78
53764356,Gold,58627979,2023-01-31,447.88
53831793,Gold,76178754,2023-01-31,799.66
53845552,Gold,67831785,2023-01-31,285.52
53845615,Basic,53284971,2023-01-31,597.04
53858816,Joint,"35671968, 58463149",2023-01-31,539.38
53884266,Platinum,12397993,2023-01-31,21.72
53884626,Platinum,80321453,2023-01-31,478.38
53887772,Basic,09742146,2023-01-31,541.43
53959112,Basic,01286624,2023-01-31,103.99
53960481,Gold,63959699,2023-01-31,490.82
53971767,Basic,64046779,2023-01-31,958.87
53977562,Basic,43800510,2023-01-31,398.76
54032229,Basic,91467409,2023-01-31,176.12
54033811,Platinum,63614627,2023-01-31,534.83
54067346,Basic,46958523,2023-01-31,180.91
54071589,Gold,79913533,2023-01-31,765.81
54137851,Platinum,61272984,2023-01-31,30.67
54154999,Basic,19663351,2023-01-31,962.14
54189995,Gold,83752042,2023-01-31,401.27
54230889,Basic,55519151,2023-01-31,597.31
54278560,Basic,53679828,2023-01-31,161.8
54288062,Basic,68699676,2023-01-31,336.75
54300071,Gold,91345086,2023-01-31,317.35
54301151,Platinum,04970441,2023-01-31,408.16
54307382,Gold,25776705,2023-01-31,452.52
54349805,Basic,19353031,2023-01-31,752.49
54377130,Basic,56387568,2023-01-31,425.86
54377538,Basic,51972414,2023-01-31,845.93
54405539,Gold,95126980,2023-01-31,397.2
54452317,Gold,23878211,2023-01-31,358.39
54458410,Gold,23707105,2023-01-31,973.1
54541943,Gold,75040734,2023-01-31,433.92
54565625,Basic,21611630,2023-01-31,472.76
54570251,Platinum,24846281,2023-01-31,430.68
54589543,Gold,38862266,2023-01-31,817.51
54673873,Gold,02708150,2023-01-31,71.58
54720837,Basic,48940757,2023-01-31,166.15
54786481,Basic,62762542,2023-01-31,96.87
54824933,Platinum,30658987,2023-01-31,721.47
54852109,Gold,49342573,2023-01-31,521.7
54868017,Gold,71462944,2023-01-31,789.86
54878364,Gold,06668693,2023-01-31,80.24
54910290,Basic,15338700,2023-01-31,11.12
54932317,Gold,75489009,2023-01-31,378.86
54937975,Basic,91548641,2023-01-31,218.66
54958511,Platinum,54993666,2023-01-31,454.61
54958587,Gold,17749521,2023-01-31,874.83
54997427,Gold,34124295,2023-01-31,825.84
55009163,Gold,13415096,2023-01-31,435.8
55022533,Gold,31384889,2023-01-31,341.29
55088029,Basic,52264623,2023-01-31,920.53
55106431,Basic,47846396,2023-01-31,460.48
55122249,Platinum,28732441,2023-01-31,43.86
55168205,Basic,69619118,2023-01-31,578.4
55304418,Basic,26132993,2023-01-31,968.71
55341552,Basic,98194446,2023-01-31,768.94
55353228,Gold,97927560,2023-01-31,923.38
55397453,Basic,14099095,2023-01-31,820.88
55398856,Gold,56507364,2023-01-31,663.43
55459151,Gold,66320505,2023-01-31,451.21
55472786,Gold,08132455,2023-01-31,634.29
55513887,Platinum,34949883,2023-01-31,722.45
55552232,Gold,47071077,2023-01-31,953.87
55590263,Basic,94689409,2023-01-31,605.12
55607955,Gold,75659669,2023-01-31,274.23
55714753,Basic,25167214,2023-01-31,703.59
55753843,Gold,87261485,2023-01-31,524.57
55791547,Basic,92599332,2023-01-31,758.17
55795603,Basic,65263176,2023-01-31,241.17
55819086,Basic,28073527,2023-01-31,608.13
55912413,Basic,65939146,2023-01-31,297.61
55916056,Gold,63451326,2023-01-31,377.36
55975906,Basic,09810478,2023-01-31,112.69
55986027,Basic,52570643,2023-01-31,38.94
55986093,Gold,67066640,2023-01-31,586.34
56041976,Basic,97650812,2023-01-31,56.45
56070421,Gold,77895125,2023-01-31,286.85
56094156,Joint,"64603296, 11349986",2023-01-31,531.43
56116199,Gold,68878116,2023-01-31,615.98
56120063,Gold,44167496,2023-01-31,94.32
56189750,Basic,59339264,2023-01-31,365.48
56297850,Gold,02322914,2023-01-31,320.47
56422161,Gold,62092472,2023-01-31,990.84
56453199,Gold,71623869,2023-01-31,605.38
56458213,Gold,99878891,2023-01-31,731.3
56468624,Platinum,22444647,2023-01-31,655.33
56483442,Gold,36729733,2023-01-31,151.85
56573058,Platinum,11837534,2023-01-31,34.66
56609826,Basic,85398213,2023-01-31,14.24
56723864,Basic,85268918,2023-01-31,246.21
56751728,Gold,31039179,2023-01-31,610.52
56759680,Basic,39853506,2023-01-31,479.7
56760248,Gold,35539614,2023-01-31,571.55
56842874,Gold,04306851,2023-01-31,22.02
56843498,Platinum,91003574,2023-01-31,509.55
56875373,Platinum,66418439,2023-01-31,633.79
56878640,Basic,97844791,2023-01-31,846.85
56899079,Gold,01130033,2023-01-31,445.39
56922739,Basic,55191371,2023-01-31,174.07
56936624,Basic,53405147,2023-01-31,503.74
56946115,Platinum,14764865,2023-01-31,298.13
57027965,Gold,61723309,2023-01-31,979.57
57043647,Platinum,13324623,2023-01-31,552.06
57063886,Joint,"51633876, 09056021",2023-01-31,384.17
57071366,Gold,68939304,2023-01-31,911.45
57084496,Gold,26325259,2023-01-31,58.05
57096259,Joint,"83555985, 14269318",2023-01-31,540.54
57108303,Gold,57161447,2023-01-31,737.04
57121657,Basic,07637014,2023-01-31,847.9
57133159,Gold,46012405,2023-01-31,734.4
57145139,Gold,15236607,2023-01-31,708.46
57148382,Gold,32388147,2023-01-31,638.49
57160773,Basic,82685623,2023-01-31,802.9
57186194,Gold,92025090,2023-01-31,824.69
57224848,Joint,"05704707, 43197459",2023-01-31,30.59
57273397,Basic,29321878,2023-01-31,403.21
57300901,Basic,04794025,2023-01-31,302.87
57302841,Platinum,66722385,2023-01-31,341.02
57372684,Platinum,25129378,2023-01-31,249.26
57395511,Gold,63217625,2023-01-31,747.89
57413609,Gold,38100104,2023-01-31,219.01
57426365,Platinum,49389480,2023-01-31,606.03
57436108,Gold,62421788,2023-01-31,899.46
57446648,Gold,23359047,2023-01-31,542.41
57450523,Basic,90272984,2023-01-31,609.41
57507102,Gold,70483435,2023-01-31,374.17
57584855,Gold,42827700,2023-01-31,37.86
57610201,Gold,35209091,2023-01-31,931.52
57612494,Joint,"95239034, 83000812",2023-01-31,499.3
57675131,Platinum,17723157,2023-01-31,410.85
57687949,Gold,47870429,2023-01-31,542.92
57717550,Joint,"84399088, 07497160",2023-01-31,832.39
57790631,Basic,28145258,2023-01-31,893.46
57886631,Basic,26906846,2023-01-31,369.6
57897038,Platinum,49037587,2023-01-31,399.72
57941886,Basic,12872505,2023-01-31,270.81
57948925,Basic,34409128,2023-01-31,194.11
57975842,Basic,41224419,2023-01-31,101.94
58009817,Gold,52235668,2023-01-31,887.22
58099419,Basic,94036567,2023-01-31,185.74
58126511,Joint,"78645352, 58103961",2023-01-31,940.27
58176810,Gold,36901203,2023-01-31,219.07
58182495,Platinum,39031403,2023-01-31,223.57
58216756,Basic,13012723,2023-01-31,642.13
58249518,Basic,14588338,2023-01-31,14.63
58254002,Platinum,75456702,2023-01-31,94.53
58258401,Gold,93090076,2023-01-31,873.05
58265755,Gold,12588855,2023-01-31,494.05
58290957,Basic,55453222,2023-01-31,580.25
58304487,Platinum,29603031,2023-01-31,5.31
58305943,Basic,28223167,2023-01-31,970.56
58306431,Gold,14422849,2023-01-31,576.56
58332273,Basic,12742210,2023-01-31,299.3
58345258,Gold,95269126,2023-01-31,749.07
58362636,Gold,38962081,2023-01-31,89.45
58384131,Gold,18729787,2023-01-31,327.68
58385320,Basic,39072350,2023-01-31,693.52
58400012,Gold,47433185,2023-01-31,606.79
58434725,Basic,64328732,2023-01-31,365.9
58458443,Basic,28690699,2023-01-31,903.64
58489789,Basic,26068711,2023-01-31,460.5
58491429,Basic,83975113,2023-01-31,937.47
58533748,Gold,38454417,2023-01-31,490.86
58547184,Basic,59137057,2023-01-31,218.22
58558145,Gold,65256833,2023-01-31,495.35
58586275,Gold,30544807,2023-01-31,916.97
58668564,Gold,39434368,2023-01-31,813.28
58683711,Platinum,17468931,2023-01-31,12.76
58703801,Basic,38283653,2023-01-31,520.81
58720727,Gold,31882285,2023-01-31,471.56
58728550,Basic,24468705,2023-01-31,250.26
58785108,Gold,99433493,2023-01-31,473.41
58810775,Platinum,55163832,2023-01-31,747.44
58811985,Gold,70787040,2023-01-31,616.7
58822254,Basic,25507597,2023-01-31,79.7
58830897,Basic,78969581,2023-01-31,834.24
58837121,Gold,91958797,2023-01-31,160.48
58873428,Gold,86003740,2023-01-31,191.58
58874842,Basic,04782810,2023-01-31,347.73
58897654,Platinum,02488178,2023-01-31,210.05
58925998,Basic,13364998,2023-01-31,855.45
58930654,Gold,87337663,2023-01-31,661.48
58937028,Basic,61126759,2023-01-31,626.96
58995891,Basic,32692086,2023-01-31,12.92
59110895,Basic,97934007,2023-01-31,605.5
59128512,Basic,32914121,2023-01-31,305.71
59135815,Basic,17893118,2023-01-31,240.6
59152169,Basic,37329529,2023-01-31,148.6
59167707,Platinum,19443567,2023-01-31,904.43
59198134,Basic,95283111,2023-01-31,122.62
59201002,Basic,09047077,2023-01-31,780.85
59235925,Gold,97545959,2023-01-31,647.8
59238438,Gold,87088344,2023-01-31,105.1
59252971,Gold,55717348,2023-01-31,803.65
59265775,Basic,23283666,2023-01-31,695.02
59379884,Gold,15490058,2023-01-31,139.54
59405362,Basic,26581306,2023-01-31,503.89
59432049,Gold,91083597,2023-01-31,387.57
59450573,Basic,75616139,2023-01-31,888.65
59455653,Gold,53605869,2023-01-31,4.64
59510370,Platinum,88462452,2023-01-31,523.1
59529922,Gold,36281409,2023-01-31,516.09
59575867,Basic,46535272,2023-01-31,576.66
59591324,Basic,11962542,2023-01-31,509.65
59640238,Gold,03120689,2023-01-31,993.42
59653557,Basic,19978668,2023-01-31,649.61
59663741,Basic,37852798,2023-01-31,642.86
59684752,Basic,49061672,2023-01-31,14.43
59705091,Gold,72072902,2023-01-31,631.05
59737910,Basic,34582753,2023-01-31,523.19
59855808,Basic,78349738,2023-01-31,172.54
59867000,Basic,91437344,2023-01-31,62.01
59876714,Basic,09186886,2023-01-31,938.46
59933973,Basic,13340743,2023-01-31,29.98
59961433,Gold,79127552,2023-01-31,267.05
59980709,Gold,95834795,2023-01-31,781.42
59984692,Basic,06024195,2023-01-31,818.03
59989722,Basic,58848238,2023-01-31,816.77
60017511,Joint,"77566831, 87993501",2023-01-31,859.48
60114464,Basic,05671967,2023-01-31,972.56
60138058,Basic,63274244,2023-01-31,686.46
60184250,Joint,"58354240, 72101199",2023-01-31,70.89
60189055,Platinum,84036732,2023-01-31,814.54
60193174,Gold,28027793,2023-01-31,740.53
60202402,Gold,29270250,2023-01-31,783.7
60220702,Gold,58468724,2023-01-31,937.23
60222199,Gold,01717274,2023-01-31,350.4
60238192,Basic,05873582,2023-01-31,307.97
60367416,Basic,30532049,2023-01-31,754.86
60371134,Gold,44218521,2023-01-31,444.57
60383549,Gold,40635830,2023-01-31,268.15
60417212,Platinum,92172214,2023-01-31,653.31
60459342,Gold,16370097,2023-01-31,734.15
60522190,Basic,97335226,2023-01-31,965.46
60659147,Platinum,16585142,2023-01-31,323.85
60667043,Gold,81635721,2023-01-31,937.62
60684197,Gold,95337167,2023-01-31,752.92
60707792,Gold,68658153,2023-01-31,220.35
60711202,Gold,35030836,2023-01-31,869.92
60730902,Platinum,34112750,2023-01-31,243.72
60751083,Gold,91446891,2023-01-31,115.23
60755797,Joint,"59975188, 08912581",2023-01-31,207.78
60789634,Basic,03679413,2023-01-31,379.4
60819695,Gold,70293925,2023-01-31,38.96
60860851,Basic,39258394,2023-01-31,17.96
60866500,Basic,63091676,2023-01-31,523.13
60916657,Platinum,19568567,2023-01-31,893.41
60930856,Gold,84510129,2023-01-31,445.07
60955647,Gold,34828967,2023-01-31,546.28
60966485,Gold,51817451,2023-01-31,774.41
60996794,Basic,72296511,2023-01-31,27.98
61087394,Basic,87142111,2023-01-31,112.81
61101757,Basic,38434412,2023-01-31,992.2
61152319,Gold,04085080,2023-01-31,471.31
61178950,Basic,37666929,2023-01-31,104.88
61181609,Gold,69832504,2023-01-31,44.55
61279456,Basic,14049841,2023-01-31,814.3
61419726,Gold,41474587,2023-01-31,932.41
61423373,Basic,27880311,2023-01-31,87.17
61450849,Basic,64535809,2023-01-31,890.19
61493381,Basic,08230677,2023-01-31,569.94
61512912,Basic,35572937,2023-01-31,328
61555609,Gold,11239392,2023-01-31,505.76
61578713,Gold,67571861,2023-01-31,209.89
61582769,Basic,50483618,2023-01-31,325.47
61593392,Gold,16377655,2023-01-31,621.21
61634340,Basic,56920292,2023-01-31,83.85
61642813,Basic,92642372,2023-01-31,760.74
61644310,Basic,34412222,2023-01-31,709.97
61649729,Basic,95960181,2023-01-31,848.76
61661386,Basic,68348177,2023-01-31,524.42
61676204,Basic,13177884,2023-01-31,88.85
61682186,Basic,15091580,2023-01-31,959.96
61687835,Basic,98069225,2023-01-31,739
61720005,Gold,11183920,2023-01-31,687.35
61724951,Gold,26882908,2023-01-31,656.25
61781801,Basic,05095473,2023-01-31,699.78
61847987,Basic,91382721,2023-01-31,874.22
61860337,Basic,54445053,2023-01-31,892.77
61884944,Platinum,64069658,2023-01-31,123.93
61941956,Platinum,31642202,2023-01-31,137.19
61979134,Basic,78983438,2023-01-31,574.77
61999896,Platinum,97588481,2023-01-31,788.63
62077439,Gold,27606480,2023-01-31,333.47
62141083,Gold,23083235,2023-01-31,17.63
62147353,Platinum,39123149,2023-01-31,783.96
62158499,Basic,69149346,2023-01-31,581.72
62191488,Gold,21978865,2023-01-31,652.76
62213525,Gold,60293593,2023-01-31,45.68
62222306,Gold,15491759,2023-01-31,304.45
62227017,Gold,53059331,2023-01-31,177.72
62251465,Basic,70400338,2023-01-31,304.55
62256127,Gold,28577325,2023-01-31,784.39
62276269,Gold,02048495,2023-01-31,575.1
62289297,Basic,46764864,2023-01-31,802.44
62320219,Gold,34060998,2023-01-31,178.4
62332278,Platinum,30316840,2023-01-31,970.66
62362650,Basic,58004373,2023-01-31,650.79
62412215,Basic,29345299,2023-01-31,766.15
62414886,Basic,81985753,2023-01-31,489.04
62470872,Gold,95588464,2023-01-31,436.81
62477219,Gold,47189463,2023-01-31,715.67
62511159,Gold,52957335,2023-01-31,347.79
62567104,Basic,68049286,2023-01-31,53.95
62580854,Basic,90600897,2023-01-31,421.59
62584374,Gold,93755177,2023-01-31,334.08
62671957,Gold,91214999,2023-01-31,168.03
62716405,Platinum,75268723,2023-01-31,531.19
62746004,Gold,66566533,2023-01-31,638.36
62756075,Gold,22654613,2023-01-31,896.87
62780588,Basic,54416952,2023-01-31,828.86
62862427,Platinum,52412303,2023-01-31,545.14
63014981,Gold,34623657,2023-01-31,222.98
63057168,Basic,96368041,2023-01-31,159.71
63102647,Platinum,54107132,2023-01-31,665.14
63232279,Basic,24064962,2023-01-31,931.78
63265361,Gold,32093836,2023-01-31,935.22
63280767,Basic,57514524,2023-01-31,836.58
63298193,Basic,33252995,2023-01-31,259.55
63301094,Gold,24840775,2023-01-31,532.03
63381038,Basic,73013315,2023-01-31,541.91
63405199,Basic,95116906,2023-01-31,18.35
63412767,Platinum,15867916,2023-01-31,715.41
63486424,Basic,88503839,2023-01-31,531.83
63534397,Basic,96878671,2023-01-31,451.25
63556863,Platinum,73509215,2023-01-31,634.4
63569270,Basic,06229551,2023-01-31,949.8
63635633,Joint,"64862749, 94581536",2023-01-31,202.35
63714888,Basic,53161387,2023-01-31,632.75
63746530,Gold,93711791,2023-01-31,874.63
63845700,Platinum,30843845,2023-01-31,856.95
63863096,Platinum,65284474,2023-01-31,819.23
63959769,Basic,99877991,2023-01-31,938.58
63977699,Platinum,69843973,2023-01-31,140.44
64034275,Platinum,10884532,2023-01-31,609.61
64065043,Platinum,48326207,2023-01-31,245.44
64093529,Gold,68884246,2023-01-31,748.57
64108699,Basic,78230015,2023-01-31,71.97
64123632,Gold,00166785,2023-01-31,358.39
