Pupil Name,Date of Birth,"This Year's Birthday",Month,Cake Needed On,BDs per Weekday and Month
Alvy Fleis,28/10/2012,28/10/2022,October,Friday,32
Efrem Roswarne,21/10/2014,21/10/2022,October,Friday,32
Den Masters,03/10/2014,03/10/2022,October,Monday,14
Sayre Merredy,24/10/2014,24/10/2022,October,Monday,14
Ekaterina Graver,17/10/2013,17/10/2022,October,Monday,14
Sean Skelton,03/10/2011,03/10/2022,October,Monday,14
Nolan Jerosch,31/10/2014,31/10/2022,October,Monday,14
Karlotte Vaudre,03/10/2011,03/10/2022,October,Monday,14
Bourke Upson,10/10/2011,10/10/2022,October,Monday,14
Marylynne Hinckesman,10/10/2014,10/10/2022,October,Monday,14
Merl Pudner,03/10/2014,03/10/2022,October,Monday,14
Amye Berni,03/10/2014,03/10/2022,October,Monday,14
Kimberlee Ciani,24/10/2014,24/10/2022,October,Monday,14
Denna Cornewall,17/10/2011,17/10/2022,October,Monday,14
Dewain Wogdon,10/10/2014,10/10/2022,October,Monday,14
Ainslie Swansbury,03/10/2012,03/10/2022,October,Monday,14
Jaquelyn Jantzen,20/10/2012,20/10/2022,October,Thursday,14
Issi Amey,20/10/2012,20/10/2022,October,Thursday,14
Stacy Conneely,13/10/2013,13/10/2022,October,Thursday,14
Denna Bulluck,20/10/2011,20/10/2022,October,Thursday,14
Maximilien Shipcott,20/10/2014,20/10/2022,October,Thursday,14
Linda Haberjam,06/10/2011,06/10/2022,October,Thursday,14
Ivonne World,06/10/2011,06/10/2022,October,Thursday,14
Magdalene Treend,20/10/2011,20/10/2022,October,Thursday,14
Amitie Elvy,06/10/2013,06/10/2022,October,Thursday,14
Natalie Swynfen,06/10/2013,06/10/2022,October,Thursday,14
Alix McGonnell,20/10/2012,20/10/2022,October,Thursday,14
Maure Kenwell,20/10/2012,20/10/2022,October,Thursday,14
Karel Hovenden,06/10/2014,06/10/2022,October,Thursday,14
Maxine Peizer,06/10/2013,06/10/2022,October,Thursday,14
Toddie Nanetti,04/10/2013,04/10/2022,October,Tuesday,9
Kimbra Whelan,25/10/2013,25/10/2022,October,Tuesday,9
Rona Hammill,25/10/2011,25/10/2022,October,Tuesday,9
Alf Stiff,04/10/2014,04/10/2022,October,Tuesday,9
Drucy Greet,18/10/2011,18/10/2022,October,Tuesday,9
Hagan Rawne,04/10/2014,04/10/2022,October,Tuesday,9
Kip Bannell,18/10/2012,18/10/2022,October,Tuesday,9
Glennis Eastlake,25/10/2012,25/10/2022,October,Tuesday,9
Dela Corradeschi,04/10/2014,04/10/2022,October,Tuesday,9
Arabele Rosenauer,26/10/2012,26/10/2022,October,Wednesday,13
Rodrick Jeannot,19/10/2013,19/10/2022,October,Wednesday,13
Orelee Videan,05/10/2013,05/10/2022,October,Wednesday,13
Bailie Caraher,05/10/2013,05/10/2022,October,Wednesday,13
Yehudi Beggan,19/10/2013,19/10/2022,October,Wednesday,13
Kizzie Dod,05/10/2014,05/10/2022,October,Wednesday,13
Sheff De Andreis,12/10/2013,12/10/2022,October,Wednesday,13
Warde Fullwood,19/10/2011,19/10/2022,October,Wednesday,13
Karry McLean,05/10/2011,05/10/2022,October,Wednesday,13
Dodie Potteril,05/10/2011,05/10/2022,October,Wednesday,13
Mitzi Kleinhandler,19/10/2013,19/10/2022,October,Wednesday,13
Towney Genny,26/10/2011,26/10/2022,October,Wednesday,13
Bobbee Timeby,12/10/2014,12/10/2022,October,Wednesday,13
Akim Godfroy,30/09/2012,30/09/2022,September,Friday,36
Casey Addicote,25/09/2014,25/09/2022,September,Friday,36
Johnathan Lamplough,25/09/2013,25/09/2022,September,Friday,36
Gauthier Bruinsma,23/09/2013,23/09/2022,September,Friday,36
Pren Gudgeon,24/09/2013,24/09/2022,September,Friday,36
Tibold Cottingham,03/09/2013,03/09/2022,September,Friday,36
Francene Ebbin,16/09/2012,16/09/2022,September,Friday,36
Alon Brash,23/09/2011,23/09/2022,September,Friday,36
L;urette Applegarth,10/09/2012,10/09/2022,September,Friday,36
Perren Randalston,03/09/2013,03/09/2022,September,Friday,36
Vic Barends,24/09/2014,24/09/2022,September,Friday,36
Darline Glandon,11/09/2013,11/09/2022,September,Friday,36
Jocelin Slora,11/09/2012,11/09/2022,September,Friday,36
Matthieu Hoyer,04/09/2012,04/09/2022,September,Friday,36
Ilsa Tettley,11/09/2013,11/09/2022,September,Friday,36
Jada Lindenman,04/09/2014,04/09/2022,September,Friday,36
Consolata Augur,09/09/2013,09/09/2022,September,Friday,36
Stearn Quilleash,18/09/2011,18/09/2022,September,Friday,36
Celinka Skey,23/09/2014,23/09/2022,September,Friday,36
Burnaby Gosby,09/09/2013,09/09/2022,September,Friday,36
Frank Mersh,04/09/2014,04/09/2022,September,Friday,36
Benedetto Staker,11/09/2012,11/09/2022,September,Friday,36
Agretha Ivanchikov,23/09/2011,23/09/2022,September,Friday,36
Yasmin Jinkins,04/09/2011,04/09/2022,September,Friday,36
Korney Perring,23/09/2013,23/09/2022,September,Friday,36
Jamima Heed,10/09/2011,10/09/2022,September,Friday,36
Skip Geipel,25/09/2014,25/09/2022,September,Friday,36
Parrnell Penrith,04/09/2011,04/09/2022,September,Friday,36
Fraze Tutin,02/09/2013,02/09/2022,September,Friday,36
Sarine Pedlingham,16/09/2013,16/09/2022,September,Friday,36
Jose Kennan,23/09/2011,23/09/2022,September,Friday,36
Carmelita Wiffen,11/09/2011,11/09/2022,September,Friday,36
Dion Grimestone,16/09/2011,16/09/2022,September,Friday,36
Elvin Lewinton,10/09/2013,10/09/2022,September,Friday,36
Daryle Flewitt,11/09/2012,11/09/2022,September,Friday,36
Engracia Pashbee,23/09/2013,23/09/2022,September,Friday,36
Kimberli Severs,19/09/2011,19/09/2022,September,Monday,7
Keven Latchford,05/09/2013,05/09/2022,September,Monday,7
Elisa Whiteley,05/09/2014,05/09/2022,September,Monday,7
Theresina Woolnough,19/09/2014,19/09/2022,September,Monday,7
Dorotea Wadesworth,12/09/2011,12/09/2022,September,Monday,7
Rodrick Lepere,19/09/2012,19/09/2022,September,Monday,7
Meredith Dreng,12/09/2011,12/09/2022,September,Monday,7
Gilberta Silversmidt,08/09/2014,08/09/2022,September,Thursday,14
Carolus Bremmer,15/09/2011,15/09/2022,September,Thursday,14
Mahala Henze,15/09/2014,15/09/2022,September,Thursday,14
Hatty Crotty,22/09/2013,22/09/2022,September,Thursday,14
Lauretta Greenhalf,08/09/2013,08/09/2022,September,Thursday,14
Oberon Pollie,22/09/2011,22/09/2022,September,Thursday,14
Oralla Braffington,01/09/2011,01/09/2022,September,Thursday,14
Adara Beringer,01/09/2011,01/09/2022,September,Thursday,14
Carmelina Ashbridge,08/09/2012,08/09/2022,September,Thursday,14
Zedekiah Anstie,08/09/2011,08/09/2022,September,Thursday,14
Livvyy Vasquez,15/09/2011,15/09/2022,September,Thursday,14
Berthe Sheerman,29/09/2013,29/09/2022,September,Thursday,14
Patsy Piner,29/09/2013,29/09/2022,September,Thursday,14
Olly Navarijo,08/09/2012,08/09/2022,September,Thursday,14
Hope Dommerque,13/09/2014,13/09/2022,September,Tuesday,12
Fair Baumber,13/09/2011,13/09/2022,September,Tuesday,12
Leshia Sanderson,27/09/2013,27/09/2022,September,Tuesday,12
Trace Neenan,20/09/2011,20/09/2022,September,Tuesday,12
Laural Hexum,06/09/2012,06/09/2022,September,Tuesday,12
Jany Batcock,13/09/2012,13/09/2022,September,Tuesday,12
Stacee Martine,06/09/2013,06/09/2022,September,Tuesday,12
Cassie Margaritelli,20/09/2011,20/09/2022,September,Tuesday,12
Lina Jedrzejczyk,13/09/2014,13/09/2022,September,Tuesday,12
Samara McCuaig,06/09/2012,06/09/2022,September,Tuesday,12
Mariska Bront,20/09/2013,20/09/2022,September,Tuesday,12
Travus Rousby,20/09/2011,20/09/2022,September,Tuesday,12
King Truswell,14/09/2012,14/09/2022,September,Wednesday,7
Bobbie Cobbing,28/09/2012,28/09/2022,September,Wednesday,7
Marc Bailey,28/09/2014,28/09/2022,September,Wednesday,7
Kahlil Buie,28/09/2012,28/09/2022,September,Wednesday,7
Antoine Haycox,14/09/2014,14/09/2022,September,Wednesday,7
Wade Fautly,28/09/2014,28/09/2022,September,Wednesday,7
Yasmin Lindsell,28/09/2012,28/09/2022,September,Wednesday,7
