Opportunity ID,AccountId,Opportunity Name,StageName,Amount,OwnerId,CreatedById,Account Name,Account Type,Created By Name,Owner Name,Account Created By Name,Account Owner Name
0068d000009MWKqAAO,0018d00000GgwtlAAB,Opportunity for Santiago1026,Closed Won,2288250,0058d000004QHafAAG,0058d000004B2qYAAS,Underwood142 Inc,Customer,Lorna Brown,Harold Campbell,Lorna Brown,Nicolas Weaver
0068d000009MWKzAAO,0018d00000GgwzvAAB,Opportunity for Gutierrez1402,Closed Won,96977,0058d000004QHaqAAG,0058d000004B2qYAAS,Greene248 Inc,Partner,Lorna Brown,John Williams,Lorna Brown,Doroth Gardner
0068d000009MWKsAAO,0018d00000GgwxQAAR,Opportunity for Walton1035,Closed Won,2550000,0058d000004QHajAAG,0058d000004B2qYAAS,Bailey19 Inc,Customer,Lorna Brown,Laura Palmer,Lorna Brown,Evelyn Williamson
0068d000009MWL1AAO,0018d00000Ggx5qAAB,Opportunity for Dixon1405,Qualification,644000,0058d000004QHaeAAG,0058d000004B2qYAAS,Henderson891 Inc,Customer,Lorna Brown,Nicolas Weaver,Lorna Brown,Eric Gutierrez
0068d000009MWKtAAO,0018d00000Ggx6cAAB,Opportunity for Mendez1036,Closed Won,459280,0058d000004QHaYAAW,0058d000004B2qYAAS,Hicks332 Inc,Customer,Lorna Brown,Julie Chavez,Lorna Brown,Catherine Brown
0068d000009MWL2AAO,0018d00000Ggx8WAAR,Opportunity for Cobb1406,Qualification,802000,0058d000004QHaiAAG,0058d000004B2qYAAS,Horton569 Inc,Customer,Lorna Brown,Dennis Howard,Lorna Brown,Eric Gutierrez
0068d000009MWL3AAO,0018d00000Ggx7qAAB,Opportunity for Graves1407,Closed Lost,1423890,0058d000004QHaoAAG,0058d000004B2qYAAS,Dixon915 Inc,Customer,Lorna Brown,Irene McCoy,Lorna Brown,Eric Sanchez
0068d000009MWLTAA4,0018d00000Ggx74AAB,Opportunity for Brown672,Closed Won,2684465,0058d000004QHapAAG,0058d000004B2qYAAS,Clayton557 Inc,Partner,Lorna Brown,Eric Sanchez,Lorna Brown,John Williams
0068d000009MWLUAA4,0018d00000Ggx44AAB,Opportunity for Barton675,Closed Won,105210,0058d000004QHalAAG,0058d000004B2qYAAS,Webster87 Inc,Customer,Lorna Brown,Johnny Green,Lorna Brown,Evelyn Williamson
0068d000009MWLVAA4,0018d00000Ggx1AAAR,Opportunity for Duncan681,Closed Won,63600,0058d000004QHaeAAG,0058d000004B2qYAAS,Greer831 Inc,Customer,Lorna Brown,Nicolas Weaver,Lorna Brown,Eric Gutierrez
0068d000009MWLWAA4,0018d00000Ggx7nAAB,Opportunity for Manning1045,Closed Won,16843,0058d000004QHagAAG,0058d000004B2qYAAS,Robinson912 Inc,Customer,Lorna Brown,Chris Riley,Lorna Brown,John Williams
0068d000009MWLXAA4,0018d00000GgwuvAAB,Opportunity for Colon1047,Value Proposition,680,0058d000004QHagAAG,0058d000004B2qYAAS,Ross388 Inc,Customer,Lorna Brown,Chris Riley,Lorna Brown,Eric Gutierrez
0068d000009MWLaAAO,0018d00000Ggx6dAAB,Opportunity for McKenzie1054,Closed Won,1224345,0058d000004QHacAAG,0058d000004B2qYAAS,Rowe333 Inc,Customer,Lorna Brown,Irene Kelley,Lorna Brown,Laura Garza
0068d000009MWLbAAO,0018d00000Ggx1TAAR,Opportunity for Webb1055,Closed Lost,1264240,0058d000004QHaqAAG,0058d000004B2qYAAS,Rivera969 Inc,Customer,Lorna Brown,John Williams,Lorna Brown,Irene McCoy
0068d000009MWLcAAO,0018d00000GgwuBAAR,Opportunity for Hart1061,Closed Won,258140,0058d000004QHagAAG,0058d000004B2qYAAS,Dunn368 Inc,Customer,Lorna Brown,Chris Riley,Lorna Brown,John Williams
0068d000009MWLdAAO,0018d00000Ggx9RAAR,Opportunity for Vega1066,Perception Analysis,201572,0058d000004QHafAAG,0058d000004B2qYAAS,Bowman940 Inc,Customer,Lorna Brown,Harold Campbell,Lorna Brown,Laura Garza
0068d000009MWAPAA4,0018d00000GgwvHAAR,Opportunity for Jacobs1464,Prospecting,5198280,0058d000004QHajAAG,0058d000004B2qYAAS,Myers581 Inc,Customer,Lorna Brown,Laura Palmer,Lorna Brown,Eric Sanchez
0068d000009MWAQAA4,0018d00000Ggx8fAAB,Opportunity for Walton1466,Closed Lost,558860,0058d000004QHaiAAG,0058d000004B2qYAAS,Vargas578 Inc,Partner,Lorna Brown,Dennis Howard,Lorna Brown,Chris Riley
0068d000009MWARAA4,0018d00000Ggx2EAAR,Opportunity for Lee1827,Needs Analysis,15760,0058d000004QHahAAG,0058d000004B2qYAAS,Bass271 Inc,Customer,Lorna Brown,Kelly Frazier,Lorna Brown,Eric Sanchez
0068d000009MWATAA4,0018d00000Ggx6QAAR,Opportunity for Clarke1831,Closed Won,359939,0058d000004QHaqAAG,0058d000004B2qYAAS,Myers320 Inc,Partner,Lorna Brown,John Williams,Lorna Brown,Irene Kelley
0068d000009MWAUAA4,0018d00000GgwvDAAR,Opportunity for Cross1834,Qualification,1756800,0058d000004QHahAAG,0058d000004B2qYAAS,Gordon406 Inc,Customer,Lorna Brown,Kelly Frazier,Lorna Brown,Laura Palmer
0068d000009MWAVAA4,0018d00000GgwwEAAR,Opportunity for McGee1836,Closed Won,110986,0058d000004QHaeAAG,0058d000004B2qYAAS,Wagner421 Inc,Customer,Lorna Brown,Nicolas Weaver,Lorna Brown,Doroth Gardner
0068d000009MWAWAA4,0018d00000GgwttAAB,Opportunity for Ramirez1837,Qualification,179964,0058d000004QHajAAG,0058d000004B2qYAAS,Salazar150 Inc,Customer,Lorna Brown,Laura Palmer,Lorna Brown,John Williams
0068d000009MWAYAA4,0018d00000Ggwz3AAB,Opportunity for Lawson1843,Closed Won,1876750,0058d000004QHalAAG,0058d000004B2qYAAS,Arnold813 Inc,Customer,Lorna Brown,Johnny Green,Lorna Brown,Laura Palmer
0068d000009MWAZAA4,0018d00000GgwxCAAR,Opportunity for Medina1844,Value Proposition,3570200,0058d000004QHaYAAW,0058d000004B2qYAAS,Robertson5 Inc,Partner,Lorna Brown,Julie Chavez,Lorna Brown,Dennis Howard
0068d000009MWAbAAO,0018d00000GgwwTAAR,Opportunity for Roberts1847,Closed Won,1096500,0058d000004QHaiAAG,0058d000004B2qYAAS,McCarthy602 Inc,Partner,Lorna Brown,Dennis Howard,Lorna Brown,Eric Gutierrez
0068d000009MWAdAAO,0018d00000GgwzTAAR,Opportunity for Ramos1851,Closed Won,388890,0058d000004QHaaAAG,0058d000004B2qYAAS,Graves33 Inc,Customer,Lorna Brown,Bruce Kennedy,Lorna Brown,Irene McCoy
0068d000009MWAeAAO,0018d00000GgwyEAAR,Opportunity for Adams708,Negotiation/Review,1269390,0058d000004QHaeAAG,0058d000004B2qYAAS,Bryant456 Inc,Partner,Lorna Brown,Nicolas Weaver,Lorna Brown,Irene Kelley
0068d000009MWAfAAO,0018d00000GgwtlAAB,Opportunity for Luna711,Value Proposition,281700,0058d000004QHaiAAG,0058d000004B2qYAAS,Underwood142 Inc,Customer,Lorna Brown,Dennis Howard,Lorna Brown,Nicolas Weaver
0068d000009MWAgAAO,0018d00000Ggx7HAAR,Opportunity for Morgan713,Prospecting,2717500,0058d000004QHagAAG,0058d000004B2qYAAS,Joseph730 Inc,Customer,Lorna Brown,Chris Riley,Lorna Brown,Evelyn Williamson
0068d000009MWAhAAO,0018d00000GgwxlAAB,Opportunity for Massey714,Closed Won,559580,0058d000004QHaZAAW,0058d000004B2qYAAS,Hall230 Inc,Partner,Lorna Brown,Laura Garza,Lorna Brown,Dennis Howard
0068d000009MWCPAA4,0018d00000Ggx3QAAR,Opportunity for Hoffman774,Closed Won,152400,0058d000004QHacAAG,0058d000004B2qYAAS,Goodwin856 Inc,Partner,Lorna Brown,Irene Kelley,Lorna Brown,Nicolas Weaver
0068d000009MWCRAA4,0018d00000GgwvFAAR,Opportunity for Waters780,Closed Won,902400,0058d000004QHaeAAG,0058d000004B2qYAAS,Myers408 Inc,Partner,Lorna Brown,Nicolas Weaver,Lorna Brown,Kelly Frazier
0068d000009MWCSAA4,0018d00000GgwygAAB,Opportunity for Robbins1143,Qualification,365072,0058d000004QHajAAG,0058d000004B2qYAAS,Norton790 Inc,Customer,Lorna Brown,Laura Palmer,Lorna Brown,Irene Kelley
0068d000009MWCVAA4,0018d00000Ggx3pAAB,Opportunity for Beck1148,Closed Won,52440,0058d000004QHamAAG,0058d000004B2qYAAS,Alvarez72 Inc,Customer,Lorna Brown,Catherine Brown,Lorna Brown,Bruce Kennedy
0068d000009MWCWAA4,0018d00000GgwuZAAR,Opportunity for Poole1149,Closed Won,205489,0058d000004QHaZAAW,0058d000004B2qYAAS,Martinez181 Inc,Customer,Lorna Brown,Laura Garza,Lorna Brown,Julie Chavez
0068d000009MWCZAA4,0018d00000Ggx6fAAB,Opportunity for Santos1154,Closed Lost,1153670,0058d000004QHaiAAG,0058d000004B2qYAAS,Adams335 Inc,Customer,Lorna Brown,Dennis Howard,Lorna Brown,John Williams
0068d000009MWCaAAO,0018d00000Ggx5EAAR,Opportunity for Lewis1160,Closed Won,1132470,0058d000004QHagAAG,0058d000004B2qYAAS,Page703 Inc,Partner,Lorna Brown,Chris Riley,Lorna Brown,Harold Campbell
0068d000009MWCbAAO,0018d00000GgwyuAAB,Opportunity for Allen1162,Closed Won,1032800,0058d000004QHagAAG,0058d000004B2qYAAS,Roberts804 Inc,Partner,Lorna Brown,Chris Riley,Lorna Brown,Johnny Green
0068d000009MWCdAAO,0018d00000GgwxNAAR,Opportunity for Lloyd1165,Value Proposition,439380,0058d000004QHalAAG,0058d000004B2qYAAS,Parker16 Inc,Partner,Lorna Brown,Johnny Green,Lorna Brown,Julie Chavez
0068d000009MWCeAAO,0018d00000GgwzWAAR,Opportunity for Campbell1166,Closed Lost,1459175,0058d000004QHamAAG,0058d000004B2qYAAS,Soto36 Inc,Customer,Lorna Brown,Catherine Brown,Lorna Brown,Chris Riley
0068d000009MWCfAAO,0018d00000Ggx1wAAB,Opportunity for Gill1167,Closed Lost,313200,0058d000004QHaiAAG,0058d000004B2qYAAS,Gibson62 Inc,Customer,Lorna Brown,Dennis Howard,Lorna Brown,Dennis Howard
0068d000009MWCgAAO,0018d00000Ggx4GAAR,Opportunity for Gross1521,Closed Won,3263870,0058d000004QHamAAG,0058d000004B2qYAAS,Schmidt289 Inc,Customer,Lorna Brown,Catherine Brown,Lorna Brown,Julie Chavez
0068d000009MWHFAA4,0018d00000Ggx4XAAR,Opportunity for Swanson1282,Closed Won,70680,0058d000004QHahAAG,0058d000004B2qYAAS,Woods306 Inc,Customer,Lorna Brown,Kelly Frazier,Lorna Brown,Laura Palmer
0068d000009MWHHAA4,0018d00000Ggx8rAAB,Opportunity for Bowers1284,Closed Won,229470,0058d000004QHaoAAG,0058d000004B2qYAAS,Gill754 Inc,Partner,Lorna Brown,Irene McCoy,Lorna Brown,Doroth Gardner
0068d000009MWHIAA4,0018d00000Ggx3eAAB,Opportunity for Park1288,Closed Won,107040,0058d000004QHagAAG,0058d000004B2qYAAS,Hogan989 Inc,Customer,Lorna Brown,Chris Riley,Lorna Brown,Chris Riley
0068d000009MWHJAA4,0018d00000GgwtvAAB,Opportunity for Stevenson1289,Closed Won,1640210,0058d000004QHaoAAG,0058d000004B2qYAAS,Butler152 Inc,Partner,Lorna Brown,Irene McCoy,Lorna Brown,Johnny Green
0068d000009MWHMAA4,0018d00000GgwvnAAB,Opportunity for Ball1294,Closed Won,27800,0058d000004QHaoAAG,0058d000004B2qYAAS,Stokes200 Inc,Partner,Lorna Brown,Irene McCoy,Lorna Brown,Nicolas Weaver
0068d000009MWHNAA4,0018d00000Ggx6SAAR,Opportunity for Colon1295,Closed Won,667200,0058d000004QHajAAG,0058d000004B2qYAAS,Fowler322 Inc,Partner,Lorna Brown,Laura Palmer,Lorna Brown,Irene Kelley
0068d000009MWHOAA4,0018d00000GgwvpAAB,Opportunity for Flores1296,Closed Won,2325850,0058d000004QHacAAG,0058d000004B2qYAAS,Reeves202 Inc,Customer,Lorna Brown,Irene Kelley,Lorna Brown,Irene McCoy
0068d000009MWHPAA4,0018d00000Ggx9NAAR,Opportunity for Baldwin1297,Closed Won,638750,0058d000004QHadAAG,0058d000004B2qYAAS,Mendoza936 Inc,Customer,Lorna Brown,Eric Gutierrez,Lorna Brown,Laura Garza
0068d000009MWHQAA4,0018d00000Ggww7AAB,Opportunity for Clark1301,Closed Won,116360,0058d000004QHaeAAG,0058d000004B2qYAAS,Stone414 Inc,Partner,Lorna Brown,Nicolas Weaver,Lorna Brown,Harold Campbell
0068d000009MWHRAA4,0018d00000GgwxEAAR,Opportunity for Frank1303,Closed Won,1886550,0058d000004QHadAAG,0058d000004B2qYAAS,Holmes7 Inc,Customer,Lorna Brown,Eric Gutierrez,Lorna Brown,Dennis Howard
0068d000009MWHSAA4,0018d00000Ggx1bAAB,Opportunity for Baker1304,Qualification,1918900,0058d000004QHaZAAW,0058d000004B2qYAAS,Marshall977 Inc,Customer,Lorna Brown,Laura Garza,Lorna Brown,Catherine Brown
0068d000009MWHTAA4,0018d00000Ggx2XAAR,Opportunity for Santos1305,Proposal/Price Quote,14640,0058d000004QHajAAG,0058d000004B2qYAAS,Young486 Inc,Customer,Lorna Brown,Laura Palmer,Lorna Brown,Evelyn Williamson
0068d000009MWHVAA4,0018d00000GgwuwAAB,Opportunity for Nguyen1657,Closed Won,236610,0058d000004QHaeAAG,0058d000004B2qYAAS,Fleming389 Inc,Customer,Lorna Brown,Nicolas Weaver,Lorna Brown,John Williams
0068d000009MWL8AAO,0018d00000Ggx8bAAB,Opportunity for Hart1416,Closed Won,3960970,0058d000004QHaaAAG,0058d000004B2qYAAS,Cain574 Inc,Partner,Lorna Brown,Bruce Kennedy,Lorna Brown,Evelyn Williamson
0068d000009MWL9AAO,0018d00000Ggx2jAAB,Opportunity for Martin1417,Closed Won,3712300,0058d000004QHagAAG,0058d000004B2qYAAS,Doyle498 Inc,Partner,Lorna Brown,Chris Riley,Lorna Brown,Irene Kelley
0068d000009MWLAAA4,0018d00000Ggx1dAAB,Opportunity for Dawson1421,Closed Won,18900,0058d000004QHaeAAG,0058d000004B2qYAAS,Roberts979 Inc,Partner,Lorna Brown,Nicolas Weaver,Lorna Brown,Eric Sanchez
0068d000009MWLBAA4,0018d00000Ggx2kAAB,Opportunity for Hines1779,Closed Won,1241900,0058d000004QHadAAG,0058d000004B2qYAAS,Gardner499 Inc,Partner,Lorna Brown,Eric Gutierrez,Lorna Brown,Bruce Kennedy
0068d000009MWLCAA4,0018d00000GgwueAAB,Opportunity for Morrison1784,Closed Won,343000,0058d000004QHajAAG,0058d000004B2qYAAS,Reed186 Inc,Customer,Lorna Brown,Laura Palmer,Lorna Brown,Irene McCoy
0068d000009MWLDAA4,0018d00000Ggx2gAAB,Opportunity for Paul1791,Closed Won,424600,0058d000004QHaoAAG,0058d000004B2qYAAS,Brown495 Inc,Customer,Lorna Brown,Irene McCoy,Lorna Brown,Laura Garza
0068d000009MWLEAA4,0018d00000Ggx6lAAB,Opportunity for Andrews1792,Needs Analysis,1488450,0058d000004QHaYAAW,0058d000004B2qYAAS,Conner538 Inc,Partner,Lorna Brown,Julie Chavez,Lorna Brown,Doroth Gardner
0068d000009MWLFAA4,0018d00000Ggwz0AAB,Opportunity for Guzman1793,Qualification,136800,0058d000004QHabAAG,0058d000004B2qYAAS,Burton810 Inc,Partner,Lorna Brown,Doroth Gardner,Lorna Brown,Irene Kelley
0068d000009MWLGAA4,0018d00000Ggww2AAB,Opportunity for Watson1794,Qualification,991350,0058d000004QHaaAAG,0058d000004B2qYAAS,Pittman435 Inc,Customer,Lorna Brown,Bruce Kennedy,Lorna Brown,Irene McCoy
0068d000009MWLHAA4,0018d00000Ggx8hAAB,Opportunity for Massey1797,Closed Won,1683185,0058d000004QHafAAG,0058d000004B2qYAAS,Griffith580 Inc,Partner,Lorna Brown,Harold Campbell,Lorna Brown,Doroth Gardner
0068d000009MWLIAA4,0018d00000Ggx0ZAAR,Opportunity for Nelson1799,Closed Won,875880,0058d000004QHaYAAW,0058d000004B2qYAAS,Hines651 Inc,Customer,Lorna Brown,Julie Chavez,Lorna Brown,Doroth Gardner
0068d000009MWLJAA4,0018d00000Ggx55AAB,Opportunity for Pena1800,Closed Won,54090,0058d000004QHacAAG,0058d000004B2qYAAS,Carroll694 Inc,Customer,Lorna Brown,Irene Kelley,Lorna Brown,Bruce Kennedy
0068d000009MWLKAA4,0018d00000GgwzxAAB,Opportunity for Pittman658,Closed Won,252545,0058d000004QHanAAG,0058d000004B2qYAAS,Bryant250 Inc,Customer,Lorna Brown,Evelyn Williamson,Lorna Brown,Dennis Howard
0068d000009MWLNAA4,0018d00000Ggx2sAAB,Opportunity for Cunningham662,Proposal/Price Quote,25450,0058d000004QHalAAG,0058d000004B2qYAAS,Wright507 Inc,Customer,Lorna Brown,Johnny Green,Lorna Brown,Eric Gutierrez
0068d000009MWL5AAO,0018d00000Ggx7mAAB,Opportunity for Maxwell1410,Closed Lost,2183750,0058d000004QHahAAG,0058d000004B2qYAAS,Ferguson911 Inc,Customer,Lorna Brown,Kelly Frazier,Lorna Brown,Eric Sanchez
0068d000009MWLnAAO,0018d00000Ggx5DAAR,Opportunity for Conner1442,Closed Lost,449660,0058d000004QHaoAAG,0058d000004B2qYAAS,Black702 Inc,Customer,Lorna Brown,Irene McCoy,Lorna Brown,Julie Chavez
0068d000009MWLgAAO,0018d00000Ggwy7AAB,Opportunity for Love1426,Closed Lost,2649820,0058d000004QHabAAG,0058d000004B2qYAAS,Robbins449 Inc,Customer,Lorna Brown,Doroth Gardner,Lorna Brown,Nicolas Weaver
0068d000009MWLoAAO,0018d00000Ggx8TAAR,Opportunity for Robbins1443,Closed Lost,968870,0058d000004QHadAAG,0058d000004B2qYAAS,Todd566 Inc,Partner,Lorna Brown,Eric Gutierrez,Lorna Brown,Eric Gutierrez
0068d000009MWLhAAO,0018d00000Ggx8jAAB,Opportunity for Flowers1427,Needs Analysis,1979000,0058d000004QHaeAAG,0058d000004B2qYAAS,Greer746 Inc,Partner,Lorna Brown,Nicolas Weaver,Lorna Brown,Irene McCoy
0068d000009MWLpAAO,0018d00000GgwxzAAB,Opportunity for Berry1447,Closed Won,470298,0058d000004QHaiAAG,0058d000004B2qYAAS,Owens441 Inc,Customer,Lorna Brown,Dennis Howard,Lorna Brown,Bruce Kennedy
0068d000009MWLjAAO,0018d00000GgwzbAAB,Opportunity for Keller1431,Needs Analysis,2894390,0058d000004QHaeAAG,0058d000004B2qYAAS,Morales41 Inc,Partner,Lorna Brown,Nicolas Weaver,Lorna Brown,Laura Garza
0068d000009MWLrAAO,0018d00000GgwyFAAR,Opportunity for Marsh1806,Closed Won,58840,0058d000004QHadAAG,0058d000004B2qYAAS,Romero457 Inc,Partner,Lorna Brown,Eric Gutierrez,Lorna Brown,John Williams
0068d000009MWLkAAO,0018d00000Ggx36AAB,Opportunity for Allison1432,Closed Lost,1471800,0058d000004QHanAAG,0058d000004B2qYAAS,Strickland686 Inc,Customer,Lorna Brown,Evelyn Williamson,Lorna Brown,Evelyn Williamson
0068d000009MWLsAAO,0018d00000GgwxfAAB,Opportunity for Dunn1807,Closed Won,225083,0058d000004QHadAAG,0058d000004B2qYAAS,Silva224 Inc,Customer,Lorna Brown,Eric Gutierrez,Lorna Brown,Bruce Kennedy
0068d000009MWLlAAO,0018d00000GgwvpAAB,Opportunity for Dixon1438,Closed Won,209955,0058d000004QHagAAG,0058d000004B2qYAAS,Reeves202 Inc,Customer,Lorna Brown,Chris Riley,Lorna Brown,Irene McCoy
0068d000009MWLmAAO,0018d00000GgwvvAAB,Opportunity for Chandler1439,Needs Analysis,1648300,0058d000004QHalAAG,0058d000004B2qYAAS,Thomas208 Inc,Customer,Lorna Brown,Johnny Green,Lorna Brown,Eric Gutierrez
0068d000009MW8GAAW,0018d00000Ggx95AAB,Opportunity for Collins378,Closed Won,446850,0058d000004QHadAAG,0058d000004B2qYAAS,Rodriguez768 Inc,Customer,Lorna Brown,Eric Gutierrez,Lorna Brown,Nicolas Weaver
0068d000009MW8KAAW,0018d00000Ggwx5AAB,Opportunity for May386,Closed Won,150240,0058d000004QHaZAAW,0058d000004B2qYAAS,Medina787 Inc,Partner,Lorna Brown,Laura Garza,Lorna Brown,Dennis Howard
0068d000009MW8LAAW,0018d00000Ggx79AAB,Opportunity for Hart387,Needs Analysis,822800,0058d000004QHaZAAW,0058d000004B2qYAAS,Phillips722 Inc,Partner,Lorna Brown,Laura Garza,Lorna Brown,Catherine Brown
0068d000009MW8MAAW,0018d00000Ggx0uAAB,Opportunity for Perry395,Closed Won,237840,0058d000004QHaiAAG,0058d000004B2qYAAS,Green672 Inc,Partner,Lorna Brown,Dennis Howard,Lorna Brown,Laura Garza
0068d000009MW8OAAW,0018d00000GgwypAAB,Opportunity for Nunez399,Prospecting,844100,0058d000004QHaoAAG,0058d000004B2qYAAS,Thornton799 Inc,Customer,Lorna Brown,Irene McCoy,Lorna Brown,Laura Palmer
0068d000009MW8PAAW,0018d00000Ggx3AAAR,Opportunity for Goodwin400,Closed Won,175770,0058d000004QHabAAG,0058d000004B2qYAAS,Todd690 Inc,Customer,Lorna Brown,Doroth Gardner,Lorna Brown,Irene Kelley
0068d000009MW8QAAW,0018d00000Ggx6FAAR,Opportunity for Diaz177,Closed Won,130515,0058d000004QHaZAAW,0058d000004B2qYAAS,Webster118 Inc,Partner,Lorna Brown,Laura Garza,Lorna Brown,Eric Gutierrez
0068d000009MW8RAAW,0018d00000GgwtoAAB,Opportunity for Shaw178,Closed Lost,283440,0058d000004QHabAAG,0058d000004B2qYAAS,Newman145 Inc,Customer,Lorna Brown,Doroth Gardner,Lorna Brown,Bruce Kennedy
0068d000009MW8SAAW,0018d00000Ggx3sAAB,Opportunity for Lambert182,Value Proposition,1750200,0058d000004QHahAAG,0058d000004B2qYAAS,Brock75 Inc,Customer,Lorna Brown,Kelly Frazier,Lorna Brown,Doroth Gardner
0068d000009MW8TAAW,0018d00000Ggx5rAAB,Opportunity for Blair183,Needs Analysis,2598300,0058d000004QHaYAAW,0058d000004B2qYAAS,Christensen892 Inc,Customer,Lorna Brown,Julie Chavez,Lorna Brown,Kelly Frazier
0068d000009MW8UAAW,0018d00000GgwyQAAR,Opportunity for Barber186,Qualification,2340210,0058d000004QHaoAAG,0058d000004B2qYAAS,Thomas631 Inc,Customer,Lorna Brown,Irene McCoy,Lorna Brown,Laura Garza
0068d000009MW8VAAW,0018d00000GgwucAAB,Opportunity for Owens189,Closed Lost,1755885,0058d000004QHamAAG,0058d000004B2qYAAS,Crawford184 Inc,Customer,Lorna Brown,Catherine Brown,Lorna Brown,Laura Garza
0068d000009MW8ZAAW,0018d00000GgwwfAAB,Opportunity for Frazier196,Perception Analysis,164700,0058d000004QHamAAG,0058d000004B2qYAAS,Marsh614 Inc,Partner,Lorna Brown,Catherine Brown,Lorna Brown,Nicolas Weaver
0068d000009MWAnAAO,0018d00000Ggx5AAAR,Opportunity for Joseph722,Value Proposition,327145,0058d000004QHagAAG,0058d000004B2qYAAS,Warner699 Inc,Customer,Lorna Brown,Chris Riley,Lorna Brown,Laura Garza
0068d000009MWAoAAO,0018d00000Ggx9NAAR,Opportunity for Silva728,Perception Analysis,1641600,0058d000004QHabAAG,0058d000004B2qYAAS,Mendoza936 Inc,Customer,Lorna Brown,Doroth Gardner,Lorna Brown,Laura Garza
0068d000009MWApAAO,0018d00000Ggww9AAB,Opportunity for Simpson729,Prospecting,1666850,0058d000004QHamAAG,0058d000004B2qYAAS,West416 Inc,Customer,Lorna Brown,Catherine Brown,Lorna Brown,Laura Garza
0068d000009MWAqAAO,0018d00000Ggx7dAAB,Opportunity for Moss732,Closed Won,461458,0058d000004QHamAAG,0058d000004B2qYAAS,Dean902 Inc,Customer,Lorna Brown,Catherine Brown,Lorna Brown,Dennis Howard
0068d000009MWArAAO,0018d00000Ggx5mAAB,Opportunity for Pope1093,Closed Won,1134385,0058d000004QHaaAAG,0058d000004B2qYAAS,McKenzie887 Inc,Customer,Lorna Brown,Bruce Kennedy,Lorna Brown,Chris Riley
0068d000009MWAjAAO,0018d00000Ggx3uAAB,Opportunity for Freeman717,Value Proposition,1023320,0058d000004QHaoAAG,0058d000004B2qYAAS,Norris77 Inc,Customer,Lorna Brown,Irene McCoy,Lorna Brown,Irene Kelley
0068d000009MWAkAAO,0018d00000Ggx8BAAR,Opportunity for Ross718,Closed Won,776540,0058d000004QHahAAG,0058d000004B2qYAAS,Lowe352 Inc,Customer,Lorna Brown,Kelly Frazier,Lorna Brown,John Williams
0068d000009MWAmAAO,0018d00000Ggx2OAAR,Opportunity for Reeves721,Closed Won,2367210,0058d000004QHaoAAG,0058d000004B2qYAAS,Evans281 Inc,Customer,Lorna Brown,Irene McCoy,Lorna Brown,Dennis Howard
0068d000009MWCkAAO,0018d00000Ggx1KAAR,Opportunity for Medina1531,Closed Lost,1722250,0058d000004QHaoAAG,0058d000004B2qYAAS,Schneider841 Inc,Customer,Lorna Brown,Irene McCoy,Lorna Brown,Kelly Frazier
0068d000009MWClAAO,0018d00000GgwumAAB,Opportunity for Hill1534,Closed Won,3298750,0058d000004QHaYAAW,0058d000004B2qYAAS,Coleman170 Inc,Customer,Lorna Brown,Julie Chavez,Lorna Brown,John Williams
0068d000009MWEkAAO,0018d00000Ggx0lAAB,Opportunity for Malone1973,Value Proposition,108630,0058d000004QHabAAG,0058d000004B2qYAAS,Simmons663 Inc,Partner,Lorna Brown,Doroth Gardner,Lorna Brown,Catherine Brown
0068d000009MWElAAO,0018d00000GgwxtAAB,Opportunity for Glover1974,Closed Won,48440,0058d000004QHaYAAW,0058d000004B2qYAAS,Taylor238 Inc,Customer,Lorna Brown,Julie Chavez,Lorna Brown,Nicolas Weaver
0068d000009MWEmAAO,0018d00000GgwzFAAR,Opportunity for Santiago1975,Prospecting,122200,0058d000004QHadAAG,0058d000004B2qYAAS,Rodgers956 Inc,Customer,Lorna Brown,Eric Gutierrez,Lorna Brown,Dennis Howard
0068d000009MWEpAAO,0018d00000Ggx3FAAR,Opportunity for Tucker470,Negotiation/Review,2254450,0058d000004QHaeAAG,0058d000004B2qYAAS,Lloyd845 Inc,Customer,Lorna Brown,Nicolas Weaver,Lorna Brown,Laura Garza
0068d000009MWEqAAO,0018d00000GgwyJAAR,Opportunity for Norman472,Closed Won,2807700,0058d000004QHaZAAW,0058d000004B2qYAAS,Rodgers461 Inc,Partner,Lorna Brown,Laura Garza,Lorna Brown,Irene McCoy
0068d000009MWErAAO,0018d00000Ggx19AAB,Opportunity for Hammond475,Closed Won,3469300,0058d000004QHaYAAW,0058d000004B2qYAAS,Rios830 Inc,Customer,Lorna Brown,Julie Chavez,Lorna Brown,Laura Garza
0068d000009MWEsAAO,0018d00000Ggx7kAAB,Opportunity for Harrison476,Closed Won,2276590,0058d000004QHahAAG,0058d000004B2qYAAS,Carson909 Inc,Customer,Lorna Brown,Kelly Frazier,Lorna Brown,Johnny Green
0068d000009MWEtAAO,0018d00000Ggx4kAAB,Opportunity for Stokes477,Closed Won,328949,0058d000004QHabAAG,0058d000004B2qYAAS,Tran514 Inc,Partner,Lorna Brown,Doroth Gardner,Lorna Brown,Irene Kelley
0068d000009MWHWAA4,0018d00000GgwwCAAR,Opportunity for Henry1658,Closed Lost,327600,0058d000004QHalAAG,0058d000004B2qYAAS,Joseph419 Inc,Customer,Lorna Brown,Johnny Green,Lorna Brown,Bruce Kennedy
