Customer Classification,YoY Difference,Order?,Year,First Purchase,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Customer ID
Consistent,18,1,2021,2019,4950,CA-2021-107125,27/11/2021,02/12/2021,Standard Class,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288,BD-11320
Consistent,18,1,2021,2019,4949,CA-2021-107125,27/11/2021,02/12/2021,Standard Class,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,117.488,7,0.2,41.1208,BD-11320
Consistent,18,1,2021,2019,1970,CA-2021-117485,23/09/2021,29/09/2021,Standard Class,Bill Donatelli,Consumer,United States,Tulsa,Oklahoma,74133,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,4,0,102.186,BD-11320
Consistent,18,1,2021,2019,1441,CA-2021-122735,12/04/2021,15/04/2021,Second Class,Bill Donatelli,Consumer,United States,Providence,Rhode Island,2908,East,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,39.96,4,0,17.982,BD-11320
Consistent,18,1,2021,2019,1440,CA-2021-122735,12/04/2021,15/04/2021,Second Class,Bill Donatelli,Consumer,United States,Providence,Rhode Island,2908,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.7,5,0,13.365,BD-11320
Consistent,32,1,2021,2018,9321,US-2021-108343,20/07/2021,25/07/2021,Standard Class,Anthony Rawles,Corporate,United States,New York City,New York,10009,East,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,183.92,4,0,31.2664,AR-10825
Consistent,32,1,2021,2018,9320,US-2021-108343,20/07/2021,25/07/2021,Standard Class,Anthony Rawles,Corporate,United States,New York City,New York,10009,East,FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,163.764,2,0.1,25.4744,AR-10825
Consistent,32,1,2021,2018,9319,US-2021-108343,20/07/2021,25/07/2021,Standard Class,Anthony Rawles,Corporate,United States,New York City,New York,10009,East,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,13.36,2,0,6.4128,AR-10825
Consistent,32,1,2021,2018,7085,CA-2021-118724,21/07/2021,25/07/2021,Second Class,Anthony Rawles,Corporate,United States,Concord,California,94521,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,1626.192,9,0.2,121.9644,AR-10825
Consistent,32,1,2021,2018,7084,CA-2021-118724,21/07/2021,25/07/2021,Second Class,Anthony Rawles,Corporate,United States,Concord,California,94521,West,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,3.52,2,0,1.6896,AR-10825
Consistent,32,1,2021,2018,6258,CA-2021-141425,02/11/2021,06/11/2021,Second Class,Anthony Rawles,Corporate,United States,Columbus,Ohio,43229,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,384.592,2,0.2,-81.7258,AR-10825
Returning,48,1,2020,2018,4577,CA-2020-139395,12/12/2020,18/12/2020,Standard Class,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,26.86,2,0,6.715,MG-17650
Returning,48,1,2020,2018,4576,CA-2020-139395,12/12/2020,18/12/2020,Standard Class,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,OFF-AR-10003732,Office Supplies,Art,Newell 333,13.9,5,0,3.614,MG-17650
Returning,48,1,2020,2018,4575,CA-2020-139395,12/12/2020,18/12/2020,Standard Class,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,33.48,4,0,8.7048,MG-17650
Returning,48,1,2020,2018,4574,CA-2020-139395,12/12/2020,18/12/2020,Standard Class,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,657.93,7,0,184.2204,MG-17650
Returning,48,1,2020,2018,1060,CA-2020-105284,24/11/2020,01/12/2020,Standard Class,Matthew Grinstein,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,4.416,3,0.2,1.6008,MG-17650
Consistent,-158,1,2019,2018,5052,CA-2019-134922,07/11/2019,11/11/2019,Standard Class,Karen Bern,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",24.4,2,0.2,7.93,KB-16240
Consistent,-158,1,2019,2018,532,CA-2019-102848,07/11/2019,09/11/2019,Second Class,Karen Bern,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,1,0.2,11.92,KB-16240
New,,1,2018,2018,9275,US-2018-134054,10/10/2018,10/10/2018,Same Day,Fred Chung,Corporate,United States,Albuquerque,New Mexico,87105,West,OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",255.85,7,0,112.574,FC-14335
Sleeping,-158,0,2019,2018,,,,,,Susan Gilcrest,,,,,,,,,,,,,,,SG-20890
New,,1,2018,2018,5800,CA-2018-166716,20/08/2018,25/08/2018,Second Class,Craig Reiter,Consumer,United States,Chicago,Illinois,60610,Central,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",421.372,2,0.3,-6.019600000,CR-12730
Consistent,32,1,2021,2018,2773,CA-2021-158967,10/12/2021,12/12/2021,First Class,Brian Thompson,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,19.104,3,0.2,5.7312,BT-11680
Consistent,32,1,2021,2018,1814,US-2021-161193,20/11/2021,26/11/2021,Standard Class,Brian Thompson,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",4.656,2,0.2,1.5714,BT-11680
Consistent,32,1,2021,2018,1813,US-2021-161193,20/11/2021,26/11/2021,Standard Class,Brian Thompson,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,5,0.2,28.13,BT-11680
New,,1,2018,2018,7983,CA-2018-113383,10/09/2018,13/09/2018,First Class,Sandra Flanagan,Consumer,United States,Clifton,New Jersey,7011,East,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",254.9,5,0,76.47,SF-20065
New,,1,2018,2018,7982,CA-2018-113383,10/09/2018,13/09/2018,First Class,Sandra Flanagan,Consumer,United States,Clifton,New Jersey,7011,East,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0,22.1184,SF-20065
Sleeping,-158,0,2019,2018,,,,,,Ionia McGrath,,,,,,,,,,,,,,,IM-15055
Returning,18,1,2021,2019,7723,US-2021-138086,16/04/2021,20/04/2021,Standard Class,Jesus Ocampo,Home Office,United States,San Francisco,California,94109,West,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,40.74,3,0,12.222,JO-15550
Returning,18,1,2021,2019,3717,CA-2021-144568,29/05/2021,02/06/2021,Standard Class,Jesus Ocampo,Home Office,United States,Omaha,Nebraska,68104,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,23.55,5,0,1.1775,JO-15550
Sleeping,-158,0,2019,2018,,,,,,Greg Matthias,,,,,,,,,,,,,,,GM-14680
New,,1,2018,2018,3952,CA-2018-121167,28/11/2018,30/11/2018,Second Class,Mary O'Rourke,Consumer,United States,Freeport,New York,11520,East,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,2,0.2,6.0368,MO-17500
Consistent,48,1,2020,2018,8547,CA-2020-119074,27/03/2020,31/03/2020,Standard Class,David Smith,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",32.54,2,0,15.9446,DS-13180
Consistent,48,1,2020,2018,8546,CA-2020-119074,27/03/2020,31/03/2020,Standard Class,David Smith,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,0,11.1776,DS-13180
Consistent,48,1,2020,2018,8545,CA-2020-119074,27/03/2020,31/03/2020,Standard Class,David Smith,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,20.24,1,0,8.7032,DS-13180
Consistent,48,1,2020,2018,7942,CA-2020-146325,14/12/2020,17/12/2020,First Class,David Smith,Corporate,United States,San Diego,California,92037,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",134.8,10,0,35.048,DS-13180
Consistent,48,1,2020,2018,7941,CA-2020-146325,14/12/2020,17/12/2020,First Class,David Smith,Corporate,United States,San Diego,California,92037,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602,DS-13180
Consistent,48,1,2020,2018,7368,CA-2020-127243,28/11/2020,04/12/2020,Standard Class,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,-24.843,DS-13180
Consistent,48,1,2020,2018,7367,CA-2020-127243,28/11/2020,04/12/2020,Standard Class,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,32.544,2,0.2,-7.7292,DS-13180
Consistent,48,1,2020,2018,7366,CA-2020-127243,28/11/2020,04/12/2020,Standard Class,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,6.888,2,0.7,-5.0512,DS-13180
Consistent,48,1,2020,2018,7365,CA-2020-127243,28/11/2020,04/12/2020,Standard Class,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,12.672,8,0.2,2.6928,DS-13180
Consistent,48,1,2020,2018,7364,CA-2020-127243,28/11/2020,04/12/2020,Standard Class,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,340.182,3,0.4,-73.7061,DS-13180
Consistent,48,1,2020,2018,2430,CA-2020-169922,11/06/2020,17/06/2020,Standard Class,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",12.544,7,0.6,-9.0944,MZ-17515
Consistent,48,1,2020,2018,2429,CA-2020-169922,11/06/2020,17/06/2020,Standard Class,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,8.272,4,0.8,-13.6488,MZ-17515
Consistent,48,1,2020,2018,2428,CA-2020-169922,11/06/2020,17/06/2020,Standard Class,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.344,4,0.8,-2.1504,MZ-17515
New,,1,2018,2018,7204,CA-2018-118276,29/12/2018,02/01/2019,Standard Class,Michael Granlund,Home Office,United States,Saint Charles,Illinois,60174,Central,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",8.736,3,0.6,-4.8048,MG-17890
Consistent,48,1,2020,2018,6135,CA-2020-146766,04/11/2020,04/11/2020,Same Day,Thomas Thornton,Consumer,United States,Chula Vista,California,91911,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.8,4,0,55.912,TT-21220
Consistent,48,1,2020,2018,4830,CA-2020-152408,15/05/2020,21/05/2020,Standard Class,Thomas Thornton,Consumer,United States,New York City,New York,10035,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,13.776,3,0.2,4.4772,TT-21220
New,,1,2018,2018,3724,US-2018-169789,30/12/2018,04/01/2019,Standard Class,Maureen Fritzler,Corporate,United States,Phoenix,Arizona,85023,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,551.985,5,0.7,-459.9875,MF-17665
Consistent,-6,1,2021,2020,9961,CA-2021-141446,16/09/2021,18/09/2021,Second Class,Craig Leslie,Home Office,United States,Florence,Kentucky,41042,South,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,18,1,0,3.24,CL-12700
Consistent,-6,1,2021,2020,6778,US-2021-166037,28/01/2021,01/02/2021,Standard Class,Craig Leslie,Home Office,United States,New York City,New York,10009,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,449.91,9,0,157.4685,CL-12700
Consistent,-6,1,2021,2020,2663,CA-2021-159604,14/04/2021,15/04/2021,First Class,Craig Leslie,Home Office,United States,Springfield,Missouri,65807,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,8.76,2,0,4.2048,CL-12700
Consistent,-34,1,2020,2019,7579,CA-2020-138597,18/12/2020,21/12/2020,First Class,Parhena Norris,Home Office,United States,Omaha,Nebraska,68104,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,563.94,3,0,112.788,PN-18775
Consistent,-34,1,2020,2019,2554,CA-2020-155439,14/09/2020,18/09/2020,Standard Class,Parhena Norris,Home Office,United States,Columbia,South Carolina,29203,South,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,25.92,4,0,12.4416,PN-18775
Consistent,-34,1,2020,2019,1620,US-2020-118780,10/09/2020,14/09/2020,Second Class,Parhena Norris,Home Office,United States,New York City,New York,10011,East,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69,1,0,3.0774,PN-18775
Consistent,-34,1,2020,2019,1619,US-2020-118780,10/09/2020,14/09/2020,Second Class,Parhena Norris,Home Office,United States,New York City,New York,10011,East,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48,2,0,8.922,PN-18775
Consistent,48,1,2020,2018,5244,CA-2020-149454,25/07/2020,26/07/2020,First Class,Katherine Murray,Home Office,United States,Arlington,Virginia,22204,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",10.44,1,0,4.8024,KM-16375
Consistent,48,1,2020,2018,1402,CA-2020-159212,01/11/2020,05/11/2020,Standard Class,Katherine Murray,Home Office,United States,Salem,Virginia,24153,South,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,251.79,3,0,118.3413,KM-16375
Consistent,48,1,2020,2018,1401,CA-2020-159212,01/11/2020,05/11/2020,Standard Class,Katherine Murray,Home Office,United States,Salem,Virginia,24153,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0,6.104,KM-16375
Returning,48,1,2020,2018,6015,CA-2020-159016,10/03/2020,11/03/2020,First Class,Karen Ferguson,Home Office,United States,Los Angeles,California,90008,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4158.912,8,0.2,363.9048,KF-16285
Returning,48,1,2020,2018,6014,CA-2020-159016,10/03/2020,11/03/2020,First Class,Karen Ferguson,Home Office,United States,Los Angeles,California,90008,West,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.9,5,0,7.152,KF-16285
New,,1,2018,2018,9547,CA-2018-166590,29/10/2018,02/11/2018,Standard Class,Noah Childs,Corporate,United States,Columbus,Indiana,47201,Central,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0,35.6636,NC-18625
New,,1,2018,2018,9546,CA-2018-166590,29/10/2018,02/11/2018,Standard Class,Noah Childs,Corporate,United States,Columbus,Indiana,47201,Central,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,1.98,2,0,0.891,NC-18625
Consistent,-6,1,2021,2020,8933,CA-2021-143252,18/12/2021,24/12/2021,Standard Class,Harold Engle,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",29.34,3,0,10.8558,HE-14800
Consistent,-6,1,2021,2020,8932,CA-2021-143252,18/12/2021,24/12/2021,Standard Class,Harold Engle,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,99.95,5,0,22.9885,HE-14800
Consistent,-6,1,2021,2020,8409,CA-2021-140480,08/07/2021,12/07/2021,Standard Class,Harold Engle,Corporate,United States,Newark,Delaware,19711,East,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95,5,0,45.487,HE-14800
Consistent,-6,1,2021,2020,8408,CA-2021-140480,08/07/2021,12/07/2021,Standard Class,Harold Engle,Corporate,United States,Newark,Delaware,19711,East,OFF-AR-10001419,Office Supplies,Art,Newell 325,28.91,7,0,8.673,HE-14800
Consistent,-6,1,2021,2020,8407,CA-2021-140480,08/07/2021,12/07/2021,Standard Class,Harold Engle,Corporate,United States,Newark,Delaware,19711,East,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,39.98,2,0,9.1954,HE-14800
Consistent,-6,1,2021,2020,8406,CA-2021-140480,08/07/2021,12/07/2021,Standard Class,Harold Engle,Corporate,United States,Newark,Delaware,19711,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,141.9,5,0,58.179,HE-14800
Consistent,-6,1,2021,2020,8405,CA-2021-140480,08/07/2021,12/07/2021,Standard Class,Harold Engle,Corporate,United States,Newark,Delaware,19711,East,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,83.92,4,0,5.874400000,HE-14800
Returning,32,1,2021,2018,7947,CA-2021-134194,25/12/2021,01/01/2022,Standard Class,Guy Armstrong,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",3.168,3,0.8,-5.0688,GA-14725
Returning,32,1,2021,2018,7946,CA-2021-134194,25/12/2021,01/01/2022,Standard Class,Guy Armstrong,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98,5,0.8,-65.568,GA-14725
Returning,32,1,2021,2018,7945,CA-2021-134194,25/12/2021,01/01/2022,Standard Class,Guy Armstrong,Consumer,United States,Dallas,Texas,75081,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,31.744,2,0.2,2.3808,GA-14725
Returning,32,1,2021,2018,7944,CA-2021-134194,25/12/2021,01/01/2022,Standard Class,Guy Armstrong,Consumer,United States,Dallas,Texas,75081,Central,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,44.688,7,0.2,5.0274,GA-14725
Returning,32,1,2021,2018,7943,CA-2021-134194,25/12/2021,01/01/2022,Standard Class,Guy Armstrong,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,39.582,9,0.8,-59.373,GA-14725
Returning,32,1,2021,2018,5387,CA-2021-152786,12/03/2021,17/03/2021,Standard Class,Guy Armstrong,Consumer,United States,Rogers,Arkansas,72756,South,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,40.41,9,0,18.5886,GA-14725
Returning,32,1,2021,2018,2838,CA-2021-110842,11/11/2021,16/11/2021,Standard Class,Guy Armstrong,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,5,0.2,39.52,GA-14725
Returning,32,1,2021,2018,2837,CA-2021-110842,11/11/2021,16/11/2021,Standard Class,Guy Armstrong,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,19.44,3,0,9.3312,GA-14725
Returning,32,1,2021,2018,2836,CA-2021-110842,11/11/2021,16/11/2021,Standard Class,Guy Armstrong,Consumer,United States,Los Angeles,California,90036,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,1,0,2.8314,GA-14725
Returning,32,1,2021,2018,875,CA-2021-114636,25/08/2021,29/08/2021,Standard Class,Guy Armstrong,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,192.16,5,0.2,67.256,GA-14725
Returning,32,1,2021,2018,849,CA-2021-107503,01/01/2021,06/01/2021,Standard Class,Guy Armstrong,Consumer,United States,Lorain,Ohio,44052,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48.896,4,0.2,8.5568,GA-14725
New,,1,2018,2018,8452,CA-2018-131387,28/04/2018,30/04/2018,First Class,Arianne Irving,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1679.96,5,0.2,125.997,AI-10855
New,,1,2018,2018,7694,CA-2018-102330,29/12/2018,03/01/2019,Standard Class,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,TEC-PH-10001051,Technology,Phones,HTC One,319.968,4,0.2,35.9964,AI-10855
New,,1,2018,2018,7693,CA-2018-102330,29/12/2018,03/01/2019,Standard Class,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,88.8,6,0,44.4,AI-10855
New,,1,2018,2018,5198,CA-2018-159709,10/05/2018,15/05/2018,Standard Class,Arianne Irving,Consumer,United States,Kent,Washington,98031,West,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,5,0.2,4.36,AI-10855
New,,1,2018,2018,5197,CA-2018-159709,10/05/2018,15/05/2018,Standard Class,Arianne Irving,Consumer,United States,Kent,Washington,98031,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3,0,77.4837,AI-10855
New,,1,2018,2018,8133,CA-2018-127866,20/07/2018,23/07/2018,First Class,Jonathan Doherty,Corporate,United States,Riverside,California,92503,West,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3,0,160.623,JD-15895
New,,1,2018,2018,8132,CA-2018-127866,20/07/2018,23/07/2018,First Class,Jonathan Doherty,Corporate,United States,Riverside,California,92503,West,OFF-AR-10003481,Office Supplies,Art,Newell 348,13.12,4,0,3.8048,JD-15895
New,,1,2018,2018,8131,CA-2018-127866,20/07/2018,23/07/2018,First Class,Jonathan Doherty,Corporate,United States,Riverside,California,92503,West,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,11.96,2,0,5.8604,JD-15895
New,,1,2018,2018,8130,CA-2018-127866,20/07/2018,23/07/2018,First Class,Jonathan Doherty,Corporate,United States,Riverside,California,92503,West,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,2,0,15.0984,JD-15895
New,,1,2018,2018,4245,CA-2018-138436,26/03/2018,30/03/2018,Standard Class,Jonathan Doherty,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3,3,0,8.619,JD-15895
New,,1,2018,2018,344,CA-2018-122336,13/04/2018,17/04/2018,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.928,12,0.4,8.391600000,JD-15895
New,,1,2018,2018,343,CA-2018-122336,13/04/2018,17/04/2018,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,30.992,13,0.2,10.0724,JD-15895
New,,1,2018,2018,342,CA-2018-122336,13/04/2018,17/04/2018,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.976,JD-15895
New,,1,2018,2018,341,CA-2018-122336,13/04/2018,17/04/2018,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,17.856,4,0.2,1.116,JD-15895
New,,1,2019,2019,7489,US-2019-134558,19/12/2019,24/12/2019,Second Class,Peter McVee,Home Office,United States,Dover,New Hampshire,3820,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1053.164,4,0.3,-105.3164,PM-19135
New,,1,2019,2019,7488,US-2019-134558,19/12/2019,24/12/2019,Second Class,Peter McVee,Home Office,United States,Dover,New Hampshire,3820,East,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,2249.91,9,0,517.4793,PM-19135
New,,1,2019,2019,7487,US-2019-134558,19/12/2019,24/12/2019,Second Class,Peter McVee,Home Office,United States,Dover,New Hampshire,3820,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,29.9,5,0,14.651,PM-19135
Sleeping,32,0,2021,2018,,,,,,Corey Roper,,,,,,,,,,,,,,,CR-12625
Sleeping,18,0,2021,2019,,,,,,Justin Hirsh,,,,,,,,,,,,,,,JH-16180
Consistent,-158,1,2019,2018,3154,CA-2019-147830,15/12/2019,18/12/2019,First Class,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,7,0.2,69.0018,NF-18385
Consistent,-158,1,2019,2018,3153,CA-2019-147830,15/12/2019,18/12/2019,First Class,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,2,0.4,-16.998,NF-18385
Consistent,-158,1,2019,2018,3152,CA-2019-147830,15/12/2019,18/12/2019,First Class,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,2,0.7,-2639.9912,NF-18385
Consistent,-158,1,2019,2018,3151,CA-2019-147830,15/12/2019,18/12/2019,First Class,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,6,0.2,607.608,NF-18385
