OrderID,Customer,Order Date,Return State,Category,Sub-Category,Product Name,Unit Price,Quantity
Newcastle-1737,Mrs Benoit,05/05/2021,,Furniture,Chairs,Folding Chairs,£15.69,3
London-1926,Mrs Lichtenstein,30/05/2021,,Furniture,Chairs,Folding Chairs,£15.69,11
Edinburgh-2044,Mrs Jones,26/05/2021,,Furniture,Chairs,Folding Chairs,£15.69,11
York-2045,Mr Donatelli,26/05/2021,,Furniture,Chairs,Folding Chairs,£15.69,7
Birmingham-1252,Mr liebe,08/05/2021,,Furniture,Furnishings,Round Wall Clock,£8.80,10
Manchester-1592,Mr Tillman,18/05/2021,,Furniture,Furnishings,Round Wall Clock,£8.80,8
London-1594,Mr Braden,18/05/2021,,Furniture,Furnishings,Round Wall Clock,£8.80,3
Newcastle-1622,Mr Hwang,20/05/2021,,Furniture,Furnishings,Round Wall Clock,£8.80,2
London-1623,Mr Christensen,20/05/2021,Return Processed,Furniture,Furnishings,Round Wall Clock,£8.80,11
Newcastle-1724,Mrs Eplett,19/05/2021,,Furniture,Furnishings,Round Wall Clock,£8.80,3
Birmingham-1878,Mrs Dilbeck,19/05/2021,Return Processed,Furniture,Furnishings,Round Wall Clock,£8.80,3
Manchester-2101,Mrs Kelty,02/05/2021,Return Processed,Furniture,Furnishings,Round Wall Clock,£8.80,1
Manchester-1168,Mr Raglin,15/05/2021,Return Processed,Furniture,Furnishings,Stackable Tray,£2.60,5
York-1169,Mr Brooks,15/05/2021,,Furniture,Furnishings,Stackable Tray,£2.60,9
York-1371,Mr Fisher,04/05/2021,Return Processed,Furniture,Furnishings,Stackable Tray,£2.60,7
Birmingham-1470,Mr Grady,27/05/2021,Return Processed,Furniture,Furnishings,Stackable Tray,£2.60,1
Bristol-1899,Mr Rawles,28/05/2021,,Furniture,Furnishings,Stackable Tray,£2.60,4
London-1926,Mrs Lichtenstein,30/05/2021,,Furniture,Furnishings,Stackable Tray,£2.60,11
London-1931,Mr Arnett,14/05/2021,,Furniture,Furnishings,Stackable Tray,£2.60,9
Bristol-1968,Mrs Fjeld,14/05/2021,,Furniture,Furnishings,Stackable Tray,£2.60,8
Newcastle-1548,Mr Weien,07/05/2021,,Furniture,Furnishings,Desk Lamp Bulbs,£10.00,10
Newcastle-1672,Mr Baird,11/05/2021,,Furniture,Furnishings,Desk Lamp Bulbs,£10.00,11
Edinburgh-1277,Mr Knutson,12/05/2021,,Furniture,Furnishings,Desk Lamp,£19.99,6
Newcastle-1439,Mr Kennedy,19/05/2021,,Furniture,Furnishings,Desk Lamp,£19.99,4
Bristol-1593,Mr Maddox,18/05/2021,,Furniture,Furnishings,Desk Lamp,£19.99,10
Birmingham-1879,Mr Brown,20/05/2021,Return Processed,Furniture,Furnishings,Desk Lamp,£19.99,8
London-1931,Mr Arnett,14/05/2021,,Furniture,Furnishings,Desk Lamp,£19.99,4
London-1430,Mr Schnelling,06/05/2021,,Furniture,Tables,Solid Wood Round Tables,£264.46,10
Birmingham-1441,Mr Bixby,19/05/2021,Return Processed,Furniture,Tables,Solid Wood Round Tables,£264.46,11
Edinburgh-1711,Mr Raglin,07/05/2021,,Furniture,Tables,Solid Wood Round Tables,£264.46,3
London-1908,Mrs Philippe,05/05/2021,,Furniture,Tables,Solid Wood Round Tables,£264.46,5
Newcastle-1548,Mr Weien,07/05/2021,,Furniture,Tables,Round Conference Table,£562.90,1
York-1632,Mrs Hagelstein,18/05/2021,,Furniture,Tables,Round Conference Table,£562.90,8
Newcastle-1672,Mr Baird,11/05/2021,,Furniture,Tables,Round Conference Table,£562.90,1
Birmingham-1695,Mrs Benoit,23/05/2021,Return Processed,Furniture,Tables,Round Conference Table,£562.90,6
London-1803,Mr Seite,22/05/2021,,Furniture,Tables,Round Conference Table,£562.90,11
London-1905,Mr Delaney,05/05/2021,,Furniture,Tables,Round Conference Table,£562.90,5
Birmingham-1933,Mrs Kendrick,27/05/2021,,Furniture,Tables,Round Conference Table,£562.90,10
Bristol-1934,Mrs Ludwig,27/05/2021,,Furniture,Tables,Round Conference Table,£562.90,7
Manchester-2103,Mrs Hoffman,30/05/2021,,Furniture,Tables,Round Conference Table,£562.90,10
York-1374,Mrs Hughes,04/05/2021,,Furniture,Tables,Laminate Occasional Tables,£464.29,3
Newcastle-1527,Mrs Mills,03/05/2021,,Furniture,Tables,Laminate Occasional Tables,£464.29,4
Bristol-1593,Mr Maddox,18/05/2021,,Furniture,Tables,Laminate Occasional Tables,£464.29,4
Birmingham-1621,Mr Duston,20/05/2021,,Furniture,Tables,Laminate Occasional Tables,£464.29,2
York-1639,Mr Sissman,23/05/2021,,Furniture,Tables,Laminate Occasional Tables,£464.29,3
Manchester-1751,Mr Hallsten,05/05/2021,Return Processed,Furniture,Tables,Laminate Occasional Tables,£464.29,1
Manchester-2001,Mrs Calhoun,25/05/2021,Return Processed,Furniture,Tables,Laminate Occasional Tables,£464.29,11
Bristol-2091,Mr DeVincentis,11/05/2021,,Furniture,Tables,Laminate Occasional Tables,£464.29,8
Birmingham-1587,Mr Wiener,14/05/2021,,Furniture,Tables,Desk,£125.33,11
Birmingham-1695,Mrs Benoit,23/05/2021,Return Processed,Furniture,Tables,Desk,£125.33,1
Newcastle-1724,Mrs Eplett,19/05/2021,,Furniture,Tables,Desk,£125.33,10
Newcastle-1918,Mr Bergmann,19/05/2021,,Furniture,Tables,Desk,£125.33,6
Bristol-1934,Mrs Ludwig,27/05/2021,,Furniture,Tables,Desk,£125.33,6
Bristol-2100,Mr Campbell,02/05/2021,,Furniture,Tables,Desk,£125.33,10
Manchester-1358,Mr Voltz,13/05/2021,,Office Supplies,Appliances,Vaccuum,£605.39,4
York-1373,Mr Spruell,04/05/2021,,Office Supplies,Appliances,Vaccuum,£605.39,11
Birmingham-1401,Mrs Trafton,15/05/2021,Return Processed,Office Supplies,Appliances,Vaccuum,£605.39,11
Edinburgh-2144,Mr Ludtke,06/05/2021,Return Processed,Office Supplies,Appliances,Vaccuum,£605.39,7
Manchester-1089,Mr Cooley,29/05/2021,Return Processed,Office Supplies,Appliances,Refrigerator,£897.65,10
York-1374,Mrs Hughes,04/05/2021,,Office Supplies,Appliances,Refrigerator,£897.65,2
London-1440,Mr Brandow,19/05/2021,Return Processed,Office Supplies,Appliances,Refrigerator,£897.65,4
Newcastle-1925,Mr Pistek,30/05/2021,,Office Supplies,Appliances,Refrigerator,£897.65,3
Bristol-1968,Mrs Fjeld,14/05/2021,,Office Supplies,Appliances,Refrigerator,£897.65,8
Bristol-2085,Mr Bergman,22/05/2021,,Office Supplies,Appliances,Refrigerator,£897.65,6
York-1179,Mr Childs,21/05/2021,,Office Supplies,Appliances,Microwave,£104.58,5
York-1633,Mr Schneider,18/05/2021,Return Processed,Office Supplies,Appliances,Microwave,£104.58,6
Bristol-1968,Mrs Fjeld,14/05/2021,,Office Supplies,Appliances,Microwave,£104.58,7
York-2071,Mr Lanier,04/05/2021,,Office Supplies,Appliances,Microwave,£104.58,5
Edinburgh-1180,Mr Zettner,21/05/2021,,Office Supplies,Art,Pens,£5.69,6
Bristol-1496,Mr Delaney,08/05/2021,,Office Supplies,Art,Pens,£5.69,5
Manchester-1506,Mr Barnett,29/05/2021,,Office Supplies,Art,Pens,£5.69,10
London-1524,Mr Gainer,19/05/2021,,Office Supplies,Art,Pens,£5.69,8
Edinburgh-1624,Mr Haines,20/05/2021,,Office Supplies,Art,Pens,£5.69,7
Newcastle-1935,Mr Currie,27/05/2021,,Office Supplies,Art,Pens,£5.69,8
Manchester-1358,Mr Voltz,13/05/2021,,Office Supplies,Art,Post-its,£3.33,8
London-1931,Mr Arnett,14/05/2021,,Office Supplies,Art,Post-its,£3.33,4
London-1944,Mr DeVincentis,14/05/2021,,Office Supplies,Art,Post-its,£3.33,7
Bristol-2100,Mr Campbell,02/05/2021,,Office Supplies,Art,Post-its,£3.33,2
London-1452,Mr Allen,04/05/2021,,Office Supplies,Art,Highlighters,£2.69,10
London-1523,Mr Häberlin,19/05/2021,Return Processed,Office Supplies,Art,Highlighters,£2.69,9
London-1696,Mrs Perrino,23/05/2021,,Office Supplies,Art,Highlighters,£2.69,9
London-2034,Mr Catini,20/05/2021,Return Processed,Office Supplies,Art,Highlighters,£2.69,9
Bristol-2100,Mr Campbell,02/05/2021,,Office Supplies,Art,Highlighters,£2.69,1
Bristol-2137,Mr Schneider,03/05/2021,,Office Supplies,Art,Highlighters,£2.69,8
London-1438,Mr Crier,19/05/2021,Return Processed,Office Supplies,Envelopes,White Envelopes,£4.50,6
Birmingham-1470,Mr Grady,27/05/2021,Return Processed,Office Supplies,Envelopes,White Envelopes,£4.50,8
York-1633,Mr Schneider,18/05/2021,Return Processed,Office Supplies,Envelopes,White Envelopes,£4.50,2
Edinburgh-1711,Mr Raglin,07/05/2021,,Office Supplies,Envelopes,White Envelopes,£4.50,7
Bristol-1780,Mr Tyler,19/05/2021,Return Processed,Office Supplies,Envelopes,White Envelopes,£4.50,6
London-1803,Mr Seite,22/05/2021,,Office Supplies,Envelopes,White Envelopes,£4.50,8
Newcastle-1902,Mr Willman,29/05/2021,Return Processed,Office Supplies,Envelopes,White Envelopes,£4.50,8
London-1905,Mr Delaney,05/05/2021,,Office Supplies,Envelopes,White Envelopes,£4.50,7
Birmingham-2000,Mr Davis,12/05/2021,Return Processed,Office Supplies,Envelopes,White Envelopes,£4.50,8
Edinburgh-2044,Mrs Jones,26/05/2021,,Office Supplies,Envelopes,White Envelopes,£4.50,11
Edinburgh-2104,Mr Hwang,30/05/2021,Return Processed,Office Supplies,Envelopes,White Envelopes,£4.50,7
London-1224,Mrs McAfee,04/05/2021,,Office Supplies,Envelopes,Coloured Envelopes,£5.50,1
Newcastle-1548,Mr Weien,07/05/2021,,Office Supplies,Envelopes,Coloured Envelopes,£5.50,9
Bristol-1562,Mrs Martinez,18/05/2021,,Office Supplies,Envelopes,Coloured Envelopes,£5.50,2
York-1629,Mr liebe,18/05/2021,,Office Supplies,Envelopes,Coloured Envelopes,£5.50,7
Bristol-1771,Mrs McAfee,27/05/2021,Return Processed,Office Supplies,Envelopes,Coloured Envelopes,£5.50,1
York-1400,Mr Crebassa,15/05/2021,,Office Supplies,Fasteners,Push Pins,£2.69,2
Bristol-1593,Mr Maddox,18/05/2021,,Office Supplies,Fasteners,Push Pins,£2.69,7
Manchester-1636,Mr Triggs,08/05/2021,Return Processed,Office Supplies,Fasteners,Push Pins,£2.69,11
Bristol-1712,Mr Thornton,11/05/2021,,Office Supplies,Fasteners,Push Pins,£2.69,6
York-1750,Mr Ritter,05/05/2021,,Office Supplies,Fasteners,Push Pins,£2.69,2
Birmingham-1752,Mr Stivers,05/05/2021,,Office Supplies,Fasteners,Push Pins,£2.69,10
Edinburgh-2044,Mrs Jones,26/05/2021,,Office Supplies,Fasteners,Push Pins,£2.69,6
York-1629,Mr liebe,18/05/2021,,Office Supplies,Fasteners,Rubber Bands,£4.87,4
London-1694,Mr Hirasaki,23/05/2021,,Office Supplies,Fasteners,Rubber Bands,£4.87,10
York-1750,Mr Ritter,05/05/2021,,Office Supplies,Fasteners,Rubber Bands,£4.87,9
Bristol-1900,Mr Carreira,29/05/2021,,Office Supplies,Fasteners,Rubber Bands,£4.87,10
London-1931,Mr Arnett,14/05/2021,,Office Supplies,Fasteners,Rubber Bands,£4.87,8
Bristol-1496,Mr Delaney,08/05/2021,,Office Supplies,Labels,Colour-Coded Labels,£9.99,6
Manchester-1555,Mrs Baptist,01/05/2021,,Office Supplies,Labels,Colour-Coded Labels,£9.99,8
Newcastle-1798,Mrs Marie,15/05/2021,Return Processed,Office Supplies,Labels,Colour-Coded Labels,£9.99,5
London-1905,Mr Delaney,05/05/2021,,Office Supplies,Labels,Colour-Coded Labels,£9.99,3
York-2045,Mr Donatelli,26/05/2021,,Office Supplies,Labels,Colour-Coded Labels,£9.99,6
Newcastle-2174,Mr Chance,25/05/2021,,Office Supplies,Labels,Colour-Coded Labels,£9.99,4
York-1374,Mrs Hughes,04/05/2021,,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels,£7.80,9
London-1391,Mrs Overfelt,13/05/2021,Return Processed,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels,£7.80,1
Birmingham-1470,Mr Grady,27/05/2021,Return Processed,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels,£7.80,6
Newcastle-1588,Mr McGarr,14/05/2021,,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels,£7.80,6
London-1908,Mrs Philippe,05/05/2021,,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels,£7.80,9
Newcastle-1918,Mr Bergmann,19/05/2021,,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels,£7.80,6
Birmingham-1929,Mrs Jumper,14/05/2021,,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels,£7.80,2
York-1170,Mr Phonely,15/05/2021,Return Processed,Office Supplies,Paper,Parchment Paper,£2.65,3
Birmingham-1252,Mr liebe,08/05/2021,,Office Supplies,Paper,Parchment Paper,£2.65,8
Birmingham-1359,Mr Akin,28/05/2021,,Office Supplies,Paper,Parchment Paper,£2.65,11
Edinburgh-1540,Mr Collins,12/05/2021,,Office Supplies,Paper,Parchment Paper,£2.65,8
Manchester-1583,Mr Minnotte,06/05/2021,,Office Supplies,Paper,Parchment Paper,£2.65,11
Newcastle-1622,Mr Hwang,20/05/2021,,Office Supplies,Paper,Parchment Paper,£2.65,1
Bristol-1802,Mr Brown,22/05/2021,,Office Supplies,Paper,Parchment Paper,£2.65,3
Bristol-1846,Mrs Kotsonis,12/05/2021,Return Processed,Office Supplies,Paper,Parchment Paper,£2.65,2
Birmingham-1906,Mr Payne,12/05/2021,Return Processed,Office Supplies,Paper,Parchment Paper,£2.65,4
Manchester-1555,Mrs Baptist,01/05/2021,,Office Supplies,Paper,Xerox 1897,£2.55,7
York-1633,Mr Schneider,18/05/2021,Return Processed,Office Supplies,Paper,Xerox 1897,£2.55,7
Newcastle-1737,Mrs Benoit,05/05/2021,,Office Supplies,Paper,Xerox 1897,£2.55,5
Bristol-1771,Mrs McAfee,27/05/2021,Return Processed,Office Supplies,Paper,Xerox 1897,£2.55,4
York-1947,Mr Cazamias,22/05/2021,,Office Supplies,Paper,Xerox 1897,£2.55,11
Edinburgh-2104,Mr Hwang,30/05/2021,Return Processed,Office Supplies,Paper,Xerox 1897,£2.55,11
London-1523,Mr Häberlin,19/05/2021,Return Processed,Office Supplies,Paper,Xerox 1901,£2.65,3
Manchester-1636,Mr Triggs,08/05/2021,Return Processed,Office Supplies,Paper,Xerox 1901,£2.65,1
Bristol-1666,Mrs Rupert,06/05/2021,,Office Supplies,Paper,Xerox 1901,£2.65,1
London-1671,Mr Dortch,11/05/2021,Return Processed,Office Supplies,Paper,Xerox 1901,£2.65,1
York-1799,Mr Bertelson,15/05/2021,Return Processed,Office Supplies,Paper,Xerox 1901,£2.65,4
London-1803,Mr Seite,22/05/2021,,Office Supplies,Paper,Xerox 1901,£2.65,4
Bristol-1844,Mrs Huthwaite,12/05/2021,Return Processed,Office Supplies,Paper,Xerox 1901,£2.65,10
Birmingham-1878,Mrs Dilbeck,19/05/2021,Return Processed,Office Supplies,Paper,Xerox 1901,£2.65,6
Newcastle-1941,Mr Hudgings,14/05/2021,,Office Supplies,Paper,Xerox 1901,£2.65,1
Manchester-2103,Mrs Hoffman,30/05/2021,,Office Supplies,Paper,Xerox 1901,£2.65,4
York-1170,Mr Phonely,15/05/2021,Return Processed,Office Supplies,Paper,Xerox 1925,£2.80,2
Birmingham-1359,Mr Akin,28/05/2021,,Office Supplies,Paper,Xerox 1925,£2.80,7
Newcastle-1928,Mrs Tron,14/05/2021,,Office Supplies,Paper,Xerox 1925,£2.80,6
York-1947,Mr Cazamias,22/05/2021,,Office Supplies,Paper,Xerox 1925,£2.80,11
Newcastle-1439,Mr Kennedy,19/05/2021,,Office Supplies,Paper,Xerox 1933,£3.97,11
Newcastle-1622,Mr Hwang,20/05/2021,,Office Supplies,Paper,Xerox 1933,£3.97,7
London-1694,Mr Hirasaki,23/05/2021,,Office Supplies,Paper,Xerox 1933,£3.97,11
Bristol-1860,Mr Coram,19/05/2021,,Office Supplies,Paper,Xerox 1933,£3.97,6
Bristol-1880,Mr Cortes,20/05/2021,,Office Supplies,Paper,Xerox 1933,£3.97,3
Edinburgh-1942,Mr Braxton,14/05/2021,Return Processed,Office Supplies,Paper,Xerox 1933,£3.97,4
Manchester-1358,Mr Voltz,13/05/2021,,Office Supplies,Paper,Xerox 1936,£4.87,6
Birmingham-1401,Mrs Trafton,15/05/2021,Return Processed,Office Supplies,Paper,Xerox 1936,£4.87,9
York-1632,Mrs Hagelstein,18/05/2021,,Office Supplies,Paper,Xerox 1936,£4.87,11
Newcastle-1798,Mrs Marie,15/05/2021,Return Processed,Office Supplies,Paper,Xerox 1936,£4.87,7
Birmingham-1932,Mrs Kriz,14/05/2021,,Office Supplies,Paper,Xerox 1936,£4.87,2
Newcastle-1935,Mr Currie,27/05/2021,,Office Supplies,Paper,Xerox 1936,£4.87,10
Edinburgh-1372,Mr Van Huff,04/05/2021,,Office Supplies,Paper,Xerox 194,£5.17,10
London-1804,Mrs Halladay,22/05/2021,Return Processed,Office Supplies,Paper,Xerox 194,£5.17,6
Birmingham-1879,Mr Brown,20/05/2021,Return Processed,Office Supplies,Paper,Xerox 194,£5.17,10
Bristol-1900,Mr Carreira,29/05/2021,,Office Supplies,Paper,Xerox 194,£5.17,2
Birmingham-1932,Mrs Kriz,14/05/2021,,Office Supplies,Paper,Xerox 194,£5.17,3
Newcastle-1546,Mr Bremer,07/05/2021,,Office Supplies,Paper,Xerox 1951,£5.67,2
London-1594,Mr Braden,18/05/2021,,Office Supplies,Paper,Xerox 1951,£5.67,11
Manchester-1859,Mr Harms,19/05/2021,,Office Supplies,Paper,Xerox 1951,£5.67,6
Bristol-1860,Mr Coram,19/05/2021,,Office Supplies,Paper,Xerox 1951,£5.67,1
Bristol-2137,Mr Schneider,03/05/2021,,Office Supplies,Paper,Xerox 1951,£5.67,2
Birmingham-1252,Mr liebe,08/05/2021,,Office Supplies,Paper,Xerox 1974,£5.99,6
Birmingham-1401,Mrs Trafton,15/05/2021,Return Processed,Office Supplies,Paper,Xerox 1974,£5.99,8
London-1438,Mr Crier,19/05/2021,Return Processed,Office Supplies,Paper,Xerox 1974,£5.99,5
Edinburgh-1624,Mr Haines,20/05/2021,,Office Supplies,Paper,Xerox 1974,£5.99,2
York-1639,Mr Sissman,23/05/2021,,Office Supplies,Paper,Xerox 1974,£5.99,5
Bristol-1771,Mrs McAfee,27/05/2021,Return Processed,Office Supplies,Paper,Xerox 1974,£5.99,8
York-1943,Mr Black,14/05/2021,Return Processed,Office Supplies,Paper,Xerox 1974,£5.99,9
Edinburgh-2144,Mr Ludtke,06/05/2021,Return Processed,Office Supplies,Paper,Xerox 1974,£5.99,6
Manchester-1564,Mr Barnett,27/05/2021,,Office Supplies,Paper,Xerox 1979,£6.45,4
Bristol-1860,Mr Coram,19/05/2021,,Office Supplies,Paper,Xerox 1979,£6.45,3
Birmingham-1929,Mrs Jumper,14/05/2021,,Office Supplies,Paper,Xerox 1979,£6.45,11
York-1998,Mr Howell,12/05/2021,,Office Supplies,Paper,Xerox 1979,£6.45,3
Birmingham-1621,Mr Duston,20/05/2021,,Office Supplies,Paper,Xerox 200,£6.52,1
York-1633,Mr Schneider,18/05/2021,Return Processed,Office Supplies,Paper,Xerox 200,£6.52,6
Manchester-1168,Mr Raglin,15/05/2021,Return Processed,Office Supplies,Paper,Xerox 2000,£6.89,5
York-1632,Mrs Hagelstein,18/05/2021,,Office Supplies,Paper,Xerox 2000,£6.89,3
Edinburgh-1942,Mr Braxton,14/05/2021,Return Processed,Office Supplies,Paper,Xerox 2000,£6.89,4
Manchester-1399,Mr Smayling,15/05/2021,,Office Supplies,Paper,Xerox 208,£7.14,2
London-1803,Mr Seite,22/05/2021,,Office Supplies,Paper,Xerox 208,£7.14,7
Birmingham-2000,Mr Davis,12/05/2021,Return Processed,Office Supplies,Paper,Xerox 208,£7.14,2
York-1170,Mr Phonely,15/05/2021,Return Processed,Office Supplies,Paper,Xerox 219,£7.50,1
Edinburgh-1390,Mrs Grace,13/05/2021,,Office Supplies,Paper,Xerox 219,£7.50,1
London-1452,Mr Allen,04/05/2021,,Office Supplies,Paper,Xerox 219,£7.50,6
Manchester-1564,Mr Barnett,27/05/2021,,Office Supplies,Paper,Xerox 219,£7.50,3
Bristol-1580,Mr Wasserman,11/05/2021,,Office Supplies,Paper,Xerox 219,£7.50,2
York-1633,Mr Schneider,18/05/2021,Return Processed,Office Supplies,Paper,Xerox 219,£7.50,7
Newcastle-1927,Mr Mathis,30/05/2021,,Office Supplies,Paper,Xerox 219,£7.50,10
Manchester-1930,Mr Blume,14/05/2021,Return Processed,Office Supplies,Paper,Xerox 219,£7.50,9
London-1664,Mrs Gerbode,06/05/2021,,Office Supplies,Paper,Xerox 221,£7.80,8
Bristol-1900,Mr Carreira,29/05/2021,,Office Supplies,Paper,Xerox 221,£7.80,8
London-1990,Mr Schneider,06/05/2021,,Office Supplies,Paper,Xerox 221,£7.80,2
Birmingham-1252,Mr liebe,08/05/2021,,Office Supplies,Paper,Xerox 232,£7.99,8
Bristol-1496,Mr Delaney,08/05/2021,,Office Supplies,Paper,Xerox 232,£7.99,2
London-1536,Mr Norris,29/05/2021,,Office Supplies,Paper,Xerox 232,£7.99,9
Bristol-1802,Mr Brown,22/05/2021,,Office Supplies,Paper,Xerox 232,£7.99,3
Manchester-1168,Mr Raglin,15/05/2021,Return Processed,Office Supplies,Storage,Stacking Storage Drawers,£43.26,6
London-1440,Mr Brandow,19/05/2021,Return Processed,Office Supplies,Storage,Stacking Storage Drawers,£43.26,7
Bristol-1593,Mr Maddox,18/05/2021,,Office Supplies,Storage,Stacking Storage Drawers,£43.26,10
London-1926,Mrs Lichtenstein,30/05/2021,,Office Supplies,Storage,Stacking Storage Drawers,£43.26,1
London-1128,Mr Schnelling,19/05/2021,,Office Supplies,Storage,Lockers,£89.97,6
Birmingham-1225,Mr Zydlo,04/05/2021,Return Processed,Office Supplies,Storage,Lockers,£89.97,8
York-1525,Mr Bertelson,19/05/2021,,Office Supplies,Storage,Lockers,£89.97,8
Newcastle-1588,Mr McGarr,14/05/2021,,Office Supplies,Storage,Lockers,£89.97,10
Birmingham-1879,Mr Brown,20/05/2021,Return Processed,Office Supplies,Storage,Lockers,£89.97,4
London-1931,Mr Arnett,14/05/2021,,Office Supplies,Storage,Lockers,£89.97,9
Birmingham-1989,Mr Jacobs,06/05/2021,,Office Supplies,Storage,Lockers,£89.97,5
London-2034,Mr Catini,20/05/2021,Return Processed,Office Supplies,Storage,Lockers,£89.97,11
Bristol-2085,Mr Bergman,22/05/2021,,Office Supplies,Storage,Lockers,£89.97,2
Manchester-1393,Mrs Ward,13/05/2021,,Technology,Accessories,USB Wired Mouse,£5.99,3
Bristol-1545,Mr Cooley,07/05/2021,,Technology,Accessories,USB Wired Mouse,£5.99,6
Birmingham-1575,Mr Wooten,16/05/2021,,Technology,Accessories,USB Wired Mouse,£5.99,9
London-1594,Mr Braden,18/05/2021,,Technology,Accessories,USB Wired Mouse,£5.99,6
Newcastle-1622,Mr Hwang,20/05/2021,,Technology,Accessories,USB Wired Mouse,£5.99,7
York-1629,Mr liebe,18/05/2021,,Technology,Accessories,USB Wired Mouse,£5.99,7
Bristol-1712,Mr Thornton,11/05/2021,,Technology,Accessories,USB Wired Mouse,£5.99,3
York-1799,Mr Bertelson,15/05/2021,Return Processed,Technology,Accessories,USB Wired Mouse,£5.99,6
Edinburgh-1942,Mr Braxton,14/05/2021,Return Processed,Technology,Accessories,USB Wired Mouse,£5.99,9
London-2099,Mr Chand,02/05/2021,Return Processed,Technology,Accessories,USB Wired Mouse,£5.99,11
Newcastle-1434,Mrs Schoenberger,18/05/2021,,Technology,Accessories,Keyboard,£19.94,6
Newcastle-1546,Mr Bremer,07/05/2021,,Technology,Accessories,Keyboard,£19.94,7
Birmingham-1621,Mr Duston,20/05/2021,,Technology,Accessories,Keyboard,£19.94,8
London-1843,Mr Allen,12/05/2021,,Technology,Accessories,Keyboard,£19.94,4
London-1931,Mr Arnett,14/05/2021,,Technology,Accessories,Keyboard,£19.94,4
Edinburgh-1999,Mrs Huffman,12/05/2021,,Technology,Accessories,Keyboard,£19.94,10
York-2036,Mr Bell,02/05/2021,,Technology,Accessories,Keyboard,£19.94,5
York-2071,Mr Lanier,04/05/2021,,Technology,Accessories,Keyboard,£19.94,5
Bristol-2105,Mr Prichep,30/05/2021,,Technology,Accessories,Keyboard,£19.94,11
London-1430,Mr Schnelling,06/05/2021,,Technology,Accessories,PC Headset,£45.89,9
York-1633,Mr Schneider,18/05/2021,Return Processed,Technology,Accessories,PC Headset,£45.89,5
Manchester-1657,Mrs Bierner,14/05/2021,,Technology,Accessories,PC Headset,£45.89,7
Bristol-1847,Mrs Nunn,12/05/2021,Return Processed,Technology,Accessories,PC Headset,£45.89,8
London-1877,Mrs Sperren,19/05/2021,Return Processed,Technology,Accessories,PC Headset,£45.89,2
Newcastle-1902,Mr Willman,29/05/2021,Return Processed,Technology,Accessories,PC Headset,£45.89,8
Birmingham-2000,Mr Davis,12/05/2021,Return Processed,Technology,Accessories,PC Headset,£45.89,4
Manchester-1358,Mr Voltz,13/05/2021,,Technology,Machines,Videoconferencing Unit,£168.76,6
London-1430,Mr Schnelling,06/05/2021,,Technology,Machines,Videoconferencing Unit,£168.76,8
Bristol-1496,Mr Delaney,08/05/2021,,Technology,Machines,Videoconferencing Unit,£168.76,1
Manchester-1631,Mr Bzostek,18/05/2021,,Technology,Machines,Videoconferencing Unit,£168.76,3
London-1804,Mrs Halladay,22/05/2021,Return Processed,Technology,Machines,Videoconferencing Unit,£168.76,3
Bristol-1846,Mrs Kotsonis,12/05/2021,Return Processed,Technology,Machines,Videoconferencing Unit,£168.76,11
Bristol-1860,Mr Coram,19/05/2021,,Technology,Machines,Videoconferencing Unit,£168.76,10
York-1065,Mr Grayson,28/05/2021,,Technology,Machines,Shredder,£65.49,11
Birmingham-1252,Mr liebe,08/05/2021,,Technology,Machines,Shredder,£65.49,9
Edinburgh-1383,Mr Ludtke,02/05/2021,,Technology,Machines,Shredder,£65.49,10
London-1391,Mrs Overfelt,13/05/2021,Return Processed,Technology,Machines,Shredder,£65.49,8
Newcastle-1546,Mr Bremer,07/05/2021,,Technology,Machines,Shredder,£65.49,7
London-1665,Mrs Jordon,06/05/2021,Return Processed,Technology,Machines,Shredder,£65.49,3
Bristol-1740,Mr Leslie,18/05/2021,,Technology,Machines,Shredder,£65.49,6
London-1843,Mr Allen,12/05/2021,,Technology,Machines,Shredder,£65.49,11
Birmingham-1879,Mr Brown,20/05/2021,Return Processed,Technology,Machines,Shredder,£65.49,8
Birmingham-1988,Mr Medina,06/05/2021,,Technology,Machines,Shredder,£65.49,10
Manchester-2103,Mrs Hoffman,30/05/2021,,Technology,Machines,Shredder,£65.49,10
Newcastle-1127,Mr Matthias,19/05/2021,Return Processed,Technology,Machines,Printer,£129.99,10
Bristol-1147,Mrs Caffey,14/05/2021,,Technology,Machines,Printer,£129.99,1
Newcastle-1546,Mr Bremer,07/05/2021,,Technology,Machines,Printer,£129.99,5
Edinburgh-1845,Mr Fisher,12/05/2021,,Technology,Machines,Printer,£129.99,8
Edinburgh-1945,Mr Grady,14/05/2021,,Technology,Machines,Printer,£129.99,6
York-1998,Mr Howell,12/05/2021,,Technology,Machines,Printer,£129.99,10
York-1170,Mr Phonely,15/05/2021,Return Processed,Technology,Phones,Speakerphone,£79.46,5
York-1371,Mr Fisher,04/05/2021,Return Processed,Technology,Phones,Speakerphone,£79.46,7
