Account Number,Transaction Value,Balance
57941886,,270.81
81336468,,935.41
70384410,,718.99
72784766,19.17,200.86
87913244,136.95,867.43
14086187,,340.59
43830772,,158.17
46355307,-161.31,-8.91
86218347,165.66,646.82
17881363,,415.27
33259781,-93.43,829.75
93932516,,575.82
27382109,63.48,238.43
69492532,,581.23
80596699,254.01,301.07
11846043,,915.59
59152169,70.5,219.1
61419726,,932.41
78673350,,307.25
84418749,121.93,579.2
12560453,147.6,232.63
43490748,-143.86,664.06
46925211,189.46,698.71
54937975,,218.66
86190489,,237.72
40813783,,288.51
48799650,83.35,244.1
51298007,,427.17
55022533,,341.29
58489789,,460.5
92376825,158.59,482.27
19283264,,301.31
40098771,,742.62
57063886,,384.17
61555609,,505.76
90982016,,776.15
54852109,,521.7
89225677,,660.05
21750371,,329.19
78303304,,921.4
79309039,-96.14,545.94
39502821,,924.88
75925793,107.97,533.66
92287463,-84.96,172.18
96837696,,889.9
97944124,,258.19
46879333,,462.44
90090889,,836.85
16453812,,356.9
30688447,,555.31
59663741,,642.86
13182613,,384.42
15296624,-138.91,592.77
33470885,,531.96
28640713,-53.43,150.9
30758515,102.39,138.13
44816910,229.8,415.31
50463777,,143.45
75172199,800,1755
80360244,,658.35
87876065,1944.89,2572.04
20015298,158.51,1112.33
52117174,,932.96
71791483,,873.44
80818151,75.36,396
10034341,,390.39
41022448,,37.89
46012936,,120.79
47091705,-75.52,-20.92
66586860,1072.7,2011.21
18179400,,768.78
68689742,,45.41
76546657,,434.77
15324178,,833.62
31661113,,309.32
67270354,,805.28
10942334,,55.42
56468624,,655.33
67837998,,246.4
89629293,,292.31
51450938,,157.37
95009921,124.27,783.04
25004339,,120.44
26669001,,70.04
95307629,89.15,591.63
24299977,-383.45,-184.12
68262083,,899.79
13058003,,218
36393557,,407.12
42268900,140.67,662.02
64305805,126.64,308.1
71536854,,42.99
43860538,,478.05
81655495,-1139.7,-824.37
14045416,-53.46,212.17
97294152,1318.88,2018.94
97970258,-125.03,184.11
25596483,,595.87
37297429,-79.4,614.42
53260868,208.23,1175.08
94729530,258.66,894.42
44912164,,355.61
66896515,,842.82
73744504,,270.6
97405607,,981.02
35698347,,258.22
45020832,,104.89
44310966,,361.02
61450849,-646.2,243.99
14039438,,94.52
54868017,,789.86
64168292,,297.09
39623640,,617.74
30196319,-32.39,689.01
83124388,,504.59
99244906,-88.65,876.68
11368995,-63.48,502.32
35564578,258.56,879.93
51653690,-78.4,202.01
65724980,66.43,374.36
84471701,62,151.27
15732629,,975.81
26522255,,283.67
51493379,69.52,505.67
24533935,,808.99
44812075,601.7,1465.41
65754176,174.19,890.74
99481977,114.04,1054.1
27985160,,446.21
48075275,-176.69,704.62
53665038,,624.95
63845700,,856.95
45960045,,853.47
46442210,,732.14
48860469,-166.48,563.89
24510213,,142.59
39061853,98.05,451.98
85994636,-114.04,705.2
44537960,-168.84,506.19
52365238,,822.17
60789634,,379.4
71594658,,392.66
74163559,,45.76
87261089,,613.62
15944303,,977.44
28652960,,140.6
63014981,,222.98
79307217,,307.87
13388069,,13.45
17039422,,941.44
40436811,,445.93
51389636,,917.98
67157564,1153,1715.42
77841390,,673.82
94635297,,353.43
35405748,,19.49
47473145,,801.43
94748860,,630.6
64093529,,748.57
83003822,,286.54
86086812,,832.82
99296816,-246.14,568.42
79033058,-167.53,-70.41
81099534,-99.68,117.12
20067958,,38.05
39386771,,171.52
75428657,96.14,551.94
99514298,-73.14,81.64
14594928,,470.64
51774315,,291.01
58874842,-53.09,294.64
78129803,,233.76
94437482,,415.91
10288821,,642.41
22374612,,554.31
70034563,149.8,872.98
75553043,-124.86,544.73
17301178,,311.47
46851905,93.2,111.43
77342574,-115.41,791.93
26102798,,104.08
98940578,,59.28
11333185,,693.23
78004131,-34.17,689.07
47964895,,982.97
87735660,,990.25
20704613,97.11,168.7
66729131,,100.8
83530155,,638.57
92551293,,252.3
13610259,,587.73
59867000,,62.01
79090076,130.83,250.08
83975923,-156.79,680.66
91885907,,652.65
16676577,77.41,484.65
68775529,,531.87
61593392,,621.21
75762044,,980.08
38157078,,756.55
59705091,,631.05
10350324,,861.81
50360111,,193.83
18563743,,649.46
48350476,,305.2
75205767,12.5,126.25
24285988,,783.9
29878790,,360.74
37369245,-74.4,372.25
47313428,,204.67
57717550,15.53,847.92
62671957,96.51,264.54
69302678,,568.08
53170488,,219.2
66449974,,795.59
33381880,,682.27
76787359,,386.73
58009817,,887.22
61578713,,209.89
28819175,-44.29,370.19
12233762,,386.05
36596942,,550.9
53513558,,235.44
57612494,,499.3
60220702,,937.23
67502738,,185.72
88033693,,917.7
13167285,-203.88,98.05
59855808,,172.54
80938878,,29.73
41852767,114.68,1108.04
76470405,120.13,726.43
82696309,90.9,442.98
21464772,,719.8
81561788,,454.89
11831265,-335.84,-43.7
97526378,,540.88
30791105,,272.5
52480554,,263.38
65097827,,526.75
68721707,,900.45
73983591,117.31,409.7
86297017,103.04,906.85
21515934,-126.75,416.63
38038623,,526.98
39161053,-14.75,360.53
53376344,,228.65
55986093,,586.34
83202693,,165.41
15830962,,570.89
47133143,-182.36,541.16
76482858,,568.63
29222005,,0.34
55459151,,451.21
59653557,,649.61
98776498,,79.4
37274865,,95.23
96367781,,880.44
26964507,,358.72
55472786,,634.29
15033812,,504.58
10554116,-121.83,122.12
89407337,,211.2
35293864,-68.47,524.08
61101757,,992.2
67190209,74.4,642.01
94212460,,215.27
12241820,,207.29
25710768,,968.16
28754062,,16.41
68579203,,149.39
41664336,45.11,898.48
