Account Number,Transaction Value,Balance
90054505,-129.54,456.58
90090889,,836.85
90118682,,58.16
90168031,-170.35,26.13
90203948,,689.49
90233696,73.14,701.16
90287712,105.25,421.42
90313378,,743.7
90336689,,847.88
90338454,-162.02,586.61
90349791,,568.63
90446254,,930.0
90480183,,465.06
90549616,-956.8800000000001,-919.19
90589761,,535.28
90625637,,477.46
90717656,,409.99
90745743,-142.99,232.08
90824896,,484.11
90851200,,361.43
90871147,,362.86
90894195,,157.01
90932350,,480.51
90951743,,220.81
90982016,,776.15
91020929,-107.56,240.56
91062192,,211.52
91142310,,363.08
91184544,,64.05
91246568,,147.43
91251995,,244.0
91259453,,816.68
91305080,105.63,228.84
91349198,,669.58
91373446,-87.59,473.83
91382872,,782.62
91423814,,957.99
91445572,,405.88
91576212,,824.71
91605034,,560.96
91621026,,834.74
91658755,126.06,473.65
91703213,54.25,945.92
91747441,,356.85
91819341,,701.61
91829198,,103.19
91834926,,793.19
91859090,,10.38
91885907,,652.65
91939298,-121.69,-60.1
91943555,,438.21
91944915,100.12,701.33
91957838,,587.57
91971494,,74.37
91972687,,463.97
92001688,,339.08
92015508,,457.52
92037264,,252.95
92052516,,466.43
92145159,333.6,395.25
92155262,,501.67
92195724,-25.519999999999996,701.4
92212099,,584.21
92214557,173.01,431.43
92221411,-122.46,727.0
92232319,,416.11
92234913,,613.18
92287463,-84.96,172.18
92319358,94.06,210.57
92338537,-75.36,240.88
92340721,,844.79
92376825,158.59,482.27
92390334,-136.22,466.4
92423759,,475.1
92437489,,24.19
92551293,,252.3
92563438,-57.379999999999995,908.43
92684055,,430.86
92750088,-1069.7,-509.3
92770567,-120.09,829.57
92840827,,403.77
92872571,96.06,1029.09
92898446,,64.49
92910876,,643.19
92920645,,644.88
92931020,,754.11
92943637,,28.23
92944470,152.59,598.07
92963966,3.04,986.69
93009261,,675.04
93039862,,806.99
93076057,,218.56
93128216,,834.73
93147630,,403.93
93192347,-1277.2,-979.19
93248179,-157.47000000000003,219.1
93306742,,388.54
93325549,177.63,339.08
93346040,-69.18,746.89
93349543,-122.63,206.82
93355755,,753.84
93388304,,73.0
93409343,830.7,1579.15
93429066,,652.04
93443317,124.69,429.98
93446276,134.79999999999998,319.54
93529019,,463.32
93559470,-126.64,84.06
93564856,117.24,351.9
93569124,,221.11
93624474,,622.14
93630048,,317.95
93707181,99.63,421.54
93745446,,574.89
93747938,,724.31
93840154,,159.7
93932516,,575.82
93981472,,175.68
94044891,,367.77
94060198,-1663.4,-1353.5
94082779,,49.87
94096082,,342.2
94106013,,844.86
94163785,,953.91
94171142,-123.08,138.86
94200289,,207.5
94208888,,97.84
94212460,,215.27
94228831,,277.02
94247629,,308.63
94331180,-54.98,34.33
94342965,,282.51
94365401,,81.28
94409941,-92.51,550.32
94437482,,415.91
94457332,,764.02
94493359,,17.96
94525216,,635.22
94566140,,31.61
94615411,,147.21
94629877,,908.69
94635297,,353.43
94645169,-98.05,756.17
94660017,-115.14,-7.85
94677908,115.41,458.74
94716844,-102.9,502.94
94729530,258.65999999999997,894.42
94732589,,697.54
94748860,,630.6
94796578,-1057.7,-357.21
94814824,,716.75
94893604,122.07,411.26
94935991,,645.53
94973297,,761.68
95009921,124.27,783.04
95060122,,771.61
95081571,-76.26,635.81
95113741,,102.12
95213279,,441.59
95258436,,59.55
95274344,,990.84
95277712,,235.91
95307629,89.15,591.63
95309911,-82.42,89.19
95356167,,170.2
95367755,,926.51
95390412,-149.8,403.24
95412973,,892.85
95446510,,581.43
95452518,,390.37
95467370,,307.45
95527674,164.94,853.31
95564462,,643.45
95600095,,400.05
95642341,546.3,1242.18
95645055,,645.58
95674888,124.86,963.78
95710324,,978.16
95723006,,861.2
95743658,58.18,645.08
95759022,76.39,154.41
95868007,-89.15,885.17
95898143,,197.65
95993993,,95.41
96050548,,299.46
96051784,111.89,133.59
96121732,-17.0,754.81
96153427,84.08,108.41
96197628,,829.37
96200049,61.23,1020.81
96208050,-188.17000000000002,-16.71
96224831,,926.76
96227490,,242.11
96236719,,999.32
96278865,,930.45
96281358,,463.07
96291927,79.4,306.62
96319450,186.45,965.61
96367781,,880.44
96367914,,528.67
96401230,1663.4,1684.84
96510893,,396.83
96605778,-112.98,-42.26
96649120,,307.91
96689242,45.7,941.92
96719450,,633.74
96756719,,601.68
96837696,,889.9
96847078,105.94,518.42
96948178,,217.26
97010482,83.77,626.16
97036090,,349.78
97048058,,977.42
97098684,-0.96,462.95
97187999,43.65,214.31
97258853,106.33,454.82
97265555,137.25,210.49
97294152,1318.88,2018.94
97305293,,241.02
97328154,,535.51
97405607,,981.02
97426293,,771.74
97439311,,196.91
97445899,-473.7,-278.28
97487639,-9.519999999999996,394.44
97501557,,572.14
97521278,,833.78
97526378,,540.88
97541080,,677.34
97542348,175.3,944.17
97555037,,405.29
97558121,,699.28
97571696,1361.0,1983.92
97581232,,608.89
97624673,,481.09
97738591,,254.4
97762952,-38.91,372.96
97773835,,165.51
97843608,,19.05
97844854,,547.15
97870414,-1074.1100000000001,-255.23
97913385,148.81,647.3
97935683,,40.96
97939041,,320.97
97944124,,258.19
97954732,,506.16
97970258,-125.03,184.11
97983552,670.1,1255.02
97985291,,234.19
97988499,-97.37,246.91
98043237,,491.59
98070849,213.59000000000003,1207.53
98107200,,325.82
98112233,-54.5,68.76
98119030,,179.3
98138904,,885.18
98156945,,449.81
98159348,,703.62
98221133,97.92,694.44
98237008,,437.26
98336782,,266.46
98353764,,763.6
98372749,85.33,221.54
98377332,,343.09
98459176,-229.8,-61.61
98517701,,277.91
98568929,,396.03
98575383,-152.59,785.13
98596312,,768.92
98611122,-72.22999999999999,522.99
98620342,,976.13
98671410,-129.26999999999998,89.19
98717357,,183.63
98776498,,79.4
98821521,-54.71,851.8
98849007,4.45,62.71
98882065,16.960000000000008,647.64
98882225,,881.65
98886699,152.86,453.17
98931016,,561.33
98940578,,59.28
99000939,,155.29
99015119,,443.55
99244906,-88.65,876.68
99261094,-119.5,356.3
99296816,-246.14,568.42
99481977,114.04,1054.1
99496896,,431.32
99514298,-73.14,81.64
99553778,,621.65
99611232,-119.74,729.98
99657974,-114.47,148.85
99678854,,664.0
99685765,,43.01
99709741,,98.23
99729369,-1194.4,-443.39
99730589,,988.44
99734848,,354.29
99760030,,988.0
99791709,,15.05
99877007,-103.16,478.84
99937043,71.22,989.64
